record,beat_index,sampling_frequency,target_onset,target_fiducial,target_offset,predicted_onset,predicted_offset,success,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms,family,method,channel,guide_parameter,selection_ratio
sele0107,8,250.0,152666,152678,152689,152660,152686,1,-24.0,-12.0,12.0,18.0,derivative,derivative_threshold,0,4.0,0.05
sele0107,8,250.0,152666,152678,152689,152675,152686,1,36.0,-12.0,-48.0,24.0,derivative,derivative_threshold,0,4.0,0.1
sele0107,8,250.0,152666,152678,152689,152675,152685,1,36.0,-16.0,-52.0,26.0,derivative,derivative_threshold,0,4.0,0.2
sele0107,8,250.0,152666,152678,152689,152676,152685,1,40.0,-16.0,-56.0,28.0,derivative,derivative_threshold,0,4.0,0.3
sele0107,8,250.0,152666,152678,152689,152667,152690,1,4.0,4.0,0.0,4.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sele0107,8,250.0,152666,152678,152689,152668,152692,1,8.0,12.0,4.0,10.0,hcrd,hcrd_raw,1,0.0,0.1
sele0107,8,250.0,152666,152678,152689,152667,152693,1,4.0,16.0,12.0,10.0,hcrd,hcrd_gaussian,1,1.0,0.1
sele0107,8,250.0,152666,152678,152689,152666,152695,1,0.0,24.0,24.0,12.0,hcrd,hcrd_gaussian,1,2.0,0.1
sele0107,8,250.0,152666,152678,152689,152651,152691,1,-60.0,8.0,68.0,34.0,hcrd,hcrd_gaussian,1,4.0,0.1
sele0107,8,250.0,152666,152678,152689,152667,152693,1,4.0,16.0,12.0,10.0,hcrd,hcrd_quadratic,1,1.0,0.1
sele0107,8,250.0,152666,152678,152689,152665,152696,1,-4.0,28.0,32.0,16.0,hcrd,hcrd_quadratic,1,10.0,0.1
sele0107,8,250.0,152666,152678,152689,152651,152707,1,-60.0,72.0,132.0,66.0,hcrd,hcrd_quadratic,1,100.0,0.1
sele0107,8,250.0,152666,152678,152689,152645,152704,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sele0107,8,250.0,152666,152678,152689,152668,152687,1,8.0,-8.0,-16.0,8.0,hcrd,hcrd_raw,1,0.0,0.2
sele0107,8,250.0,152666,152678,152689,152667,152687,1,4.0,-8.0,-12.0,6.0,hcrd,hcrd_gaussian,1,1.0,0.2
sele0107,8,250.0,152666,152678,152689,152666,152688,1,0.0,-4.0,-4.0,2.0,hcrd,hcrd_gaussian,1,2.0,0.2
sele0107,8,250.0,152666,152678,152689,152651,152691,1,-60.0,8.0,68.0,34.0,hcrd,hcrd_gaussian,1,4.0,0.2
sele0107,8,250.0,152666,152678,152689,152667,152687,1,4.0,-8.0,-12.0,6.0,hcrd,hcrd_quadratic,1,1.0,0.2
sele0107,8,250.0,152666,152678,152689,152665,152688,1,-4.0,-4.0,0.0,4.0,hcrd,hcrd_quadratic,1,10.0,0.2
sele0107,8,250.0,152666,152678,152689,152651,152692,1,-60.0,12.0,72.0,36.0,hcrd,hcrd_quadratic,1,100.0,0.2
sele0107,8,250.0,152666,152678,152689,152645,152704,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.2
sele0107,8,250.0,152666,152678,152689,152668,152687,1,8.0,-8.0,-16.0,8.0,hcrd,hcrd_raw,1,0.0,0.3
sele0107,8,250.0,152666,152678,152689,152667,152687,1,4.0,-8.0,-12.0,6.0,hcrd,hcrd_gaussian,1,1.0,0.3
sele0107,8,250.0,152666,152678,152689,152666,152688,1,0.0,-4.0,-4.0,2.0,hcrd,hcrd_gaussian,1,2.0,0.3
sele0107,8,250.0,152666,152678,152689,152651,152691,1,-60.0,8.0,68.0,34.0,hcrd,hcrd_gaussian,1,4.0,0.3
sele0107,8,250.0,152666,152678,152689,152667,152687,1,4.0,-8.0,-12.0,6.0,hcrd,hcrd_quadratic,1,1.0,0.3
sele0107,8,250.0,152666,152678,152689,152665,152688,1,-4.0,-4.0,0.0,4.0,hcrd,hcrd_quadratic,1,10.0,0.3
sele0107,8,250.0,152666,152678,152689,152651,152692,1,-60.0,12.0,72.0,36.0,hcrd,hcrd_quadratic,1,100.0,0.3
sele0107,8,250.0,152666,152678,152689,152645,152704,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.3
sele0107,8,250.0,152666,152678,152689,152677,152685,1,44.0,-16.0,-60.0,30.0,derivative,derivative_threshold,1,1.0,0.05
sele0107,8,250.0,152666,152678,152689,152677,152685,1,44.0,-16.0,-60.0,30.0,derivative,derivative_threshold,1,1.0,0.1
sele0107,8,250.0,152666,152678,152689,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.2
sele0107,8,250.0,152666,152678,152689,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.3
sele0107,8,250.0,152666,152678,152689,152677,152692,1,44.0,12.0,-32.0,28.0,derivative,derivative_threshold,1,2.0,0.05
sele0107,8,250.0,152666,152678,152689,152677,152686,1,44.0,-12.0,-56.0,28.0,derivative,derivative_threshold,1,2.0,0.1
sele0107,8,250.0,152666,152678,152689,152677,152685,1,44.0,-16.0,-60.0,30.0,derivative,derivative_threshold,1,2.0,0.2
sele0107,8,250.0,152666,152678,152689,152677,152685,1,44.0,-16.0,-60.0,30.0,derivative,derivative_threshold,1,2.0,0.3
sele0107,8,250.0,152666,152678,152689,152664,152689,1,-8.0,0.0,8.0,4.0,derivative,derivative_threshold,1,4.0,0.05
sele0107,8,250.0,152666,152678,152689,152664,152688,1,-8.0,-4.0,4.0,6.0,derivative,derivative_threshold,1,4.0,0.1
sele0107,8,250.0,152666,152678,152689,152677,152687,1,44.0,-8.0,-52.0,26.0,derivative,derivative_threshold,1,4.0,0.2
sele0107,8,250.0,152666,152678,152689,152677,152687,1,44.0,-8.0,-52.0,26.0,derivative,derivative_threshold,1,4.0,0.3
sele0107,9,250.0,152938,152954,152965,152942,152962,1,16.0,-12.0,-28.0,14.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sele0107,9,250.0,152938,152954,152965,152943,152963,1,20.0,-8.0,-28.0,14.0,hcrd,hcrd_raw,0,0.0,0.1
sele0107,9,250.0,152938,152954,152965,152951,152964,1,52.0,-4.0,-56.0,28.0,hcrd,hcrd_gaussian,0,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152940,152960,1,8.0,-20.0,-28.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.1
sele0107,9,250.0,152938,152954,152965,152929,152965,1,-36.0,0.0,36.0,18.0,hcrd,hcrd_gaussian,0,4.0,0.1
sele0107,9,250.0,152938,152954,152965,152951,152964,1,52.0,-4.0,-56.0,28.0,hcrd,hcrd_quadratic,0,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152939,152961,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_quadratic,0,10.0,0.1
sele0107,9,250.0,152938,152954,152965,152932,152967,1,-24.0,8.0,32.0,16.0,hcrd,hcrd_quadratic,0,100.0,0.1
sele0107,9,250.0,152938,152954,152965,152923,152999,1,-60.0,136.0,196.0,98.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sele0107,9,250.0,152938,152954,152965,152951,152959,1,52.0,-24.0,-76.0,38.0,hcrd,hcrd_raw,0,0.0,0.2
sele0107,9,250.0,152938,152954,152965,152951,152959,1,52.0,-24.0,-76.0,38.0,hcrd,hcrd_gaussian,0,1.0,0.2
sele0107,9,250.0,152938,152954,152965,152940,152960,1,8.0,-20.0,-28.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.2
sele0107,9,250.0,152938,152954,152965,152929,152965,1,-36.0,0.0,36.0,18.0,hcrd,hcrd_gaussian,0,4.0,0.2
sele0107,9,250.0,152938,152954,152965,152951,152964,1,52.0,-4.0,-56.0,28.0,hcrd,hcrd_quadratic,0,1.0,0.2
sele0107,9,250.0,152938,152954,152965,152939,152961,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_quadratic,0,10.0,0.2
sele0107,9,250.0,152938,152954,152965,152932,152967,1,-24.0,8.0,32.0,16.0,hcrd,hcrd_quadratic,0,100.0,0.2
sele0107,9,250.0,152938,152954,152965,152923,152999,1,-60.0,136.0,196.0,98.0,hcrd,hcrd_quadratic,0,1000.0,0.2
sele0107,9,250.0,152938,152954,152965,152951,152959,1,52.0,-24.0,-76.0,38.0,hcrd,hcrd_raw,0,0.0,0.3
sele0107,9,250.0,152938,152954,152965,152951,152959,1,52.0,-24.0,-76.0,38.0,hcrd,hcrd_gaussian,0,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152940,152960,1,8.0,-20.0,-28.0,14.0,hcrd,hcrd_gaussian,0,2.0,0.3
sele0107,9,250.0,152938,152954,152965,152929,152965,1,-36.0,0.0,36.0,18.0,hcrd,hcrd_gaussian,0,4.0,0.3
sele0107,9,250.0,152938,152954,152965,152951,152959,1,52.0,-24.0,-76.0,38.0,hcrd,hcrd_quadratic,0,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152939,152961,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_quadratic,0,10.0,0.3
sele0107,9,250.0,152938,152954,152965,152932,152967,1,-24.0,8.0,32.0,16.0,hcrd,hcrd_quadratic,0,100.0,0.3
sele0107,9,250.0,152938,152954,152965,152923,152999,1,-60.0,136.0,196.0,98.0,hcrd,hcrd_quadratic,0,1000.0,0.3
sele0107,9,250.0,152938,152954,152965,152952,152962,1,56.0,-12.0,-68.0,34.0,derivative,derivative_threshold,0,1.0,0.05
sele0107,9,250.0,152938,152954,152965,152952,152961,1,56.0,-16.0,-72.0,36.0,derivative,derivative_threshold,0,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152952,152958,1,56.0,-28.0,-84.0,42.0,derivative,derivative_threshold,0,1.0,0.2
sele0107,9,250.0,152938,152954,152965,152952,152957,1,56.0,-32.0,-88.0,44.0,derivative,derivative_threshold,0,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152942,152963,1,16.0,-8.0,-24.0,12.0,derivative,derivative_threshold,0,2.0,0.05
sele0107,9,250.0,152938,152954,152965,152942,152959,1,16.0,-24.0,-40.0,20.0,derivative,derivative_threshold,0,2.0,0.1
sele0107,9,250.0,152938,152954,152965,152952,152958,1,56.0,-28.0,-84.0,42.0,derivative,derivative_threshold,0,2.0,0.2
sele0107,9,250.0,152938,152954,152965,152952,152958,1,56.0,-28.0,-84.0,42.0,derivative,derivative_threshold,0,2.0,0.3
sele0107,9,250.0,152938,152954,152965,152951,152963,1,52.0,-8.0,-60.0,30.0,derivative,derivative_threshold,0,4.0,0.05
sele0107,9,250.0,152938,152954,152965,152951,152962,1,52.0,-12.0,-64.0,32.0,derivative,derivative_threshold,0,4.0,0.1
sele0107,9,250.0,152938,152954,152965,152951,152961,1,52.0,-16.0,-68.0,34.0,derivative,derivative_threshold,0,4.0,0.2
sele0107,9,250.0,152938,152954,152965,152951,152961,1,52.0,-16.0,-68.0,34.0,derivative,derivative_threshold,0,4.0,0.3
sele0107,9,250.0,152938,152954,152965,152939,152965,1,4.0,0.0,-4.0,2.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sele0107,9,250.0,152938,152954,152965,152939,152965,1,4.0,0.0,-4.0,2.0,hcrd,hcrd_raw,1,0.0,0.1
sele0107,9,250.0,152938,152954,152965,152943,152970,1,20.0,20.0,0.0,20.0,hcrd,hcrd_gaussian,1,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152942,152971,1,16.0,24.0,8.0,20.0,hcrd,hcrd_gaussian,1,2.0,0.1
sele0107,9,250.0,152938,152954,152965,152926,152967,1,-48.0,8.0,56.0,28.0,hcrd,hcrd_gaussian,1,4.0,0.1
sele0107,9,250.0,152938,152954,152965,152943,152969,1,20.0,16.0,-4.0,18.0,hcrd,hcrd_quadratic,1,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152941,152964,1,12.0,-4.0,-16.0,8.0,hcrd,hcrd_quadratic,1,10.0,0.1
sele0107,9,250.0,152938,152954,152965,152926,152968,1,-48.0,12.0,60.0,30.0,hcrd,hcrd_quadratic,1,100.0,0.1
sele0107,9,250.0,152938,152954,152965,152921,152981,1,-68.0,64.0,132.0,66.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sele0107,9,250.0,152938,152954,152965,152943,152961,1,20.0,-16.0,-36.0,18.0,hcrd,hcrd_raw,1,0.0,0.2
sele0107,9,250.0,152938,152954,152965,152943,152962,1,20.0,-12.0,-32.0,16.0,hcrd,hcrd_gaussian,1,1.0,0.2
sele0107,9,250.0,152938,152954,152965,152942,152963,1,16.0,-8.0,-24.0,12.0,hcrd,hcrd_gaussian,1,2.0,0.2
sele0107,9,250.0,152938,152954,152965,152926,152967,1,-48.0,8.0,56.0,28.0,hcrd,hcrd_gaussian,1,4.0,0.2
sele0107,9,250.0,152938,152954,152965,152943,152962,1,20.0,-12.0,-32.0,16.0,hcrd,hcrd_quadratic,1,1.0,0.2
sele0107,9,250.0,152938,152954,152965,152941,152964,1,12.0,-4.0,-16.0,8.0,hcrd,hcrd_quadratic,1,10.0,0.2
sele0107,9,250.0,152938,152954,152965,152926,152968,1,-48.0,12.0,60.0,30.0,hcrd,hcrd_quadratic,1,100.0,0.2
sele0107,9,250.0,152938,152954,152965,152921,152981,1,-68.0,64.0,132.0,66.0,hcrd,hcrd_quadratic,1,1000.0,0.2
sele0107,9,250.0,152938,152954,152965,152943,152961,1,20.0,-16.0,-36.0,18.0,hcrd,hcrd_raw,1,0.0,0.3
sele0107,9,250.0,152938,152954,152965,152943,152962,1,20.0,-12.0,-32.0,16.0,hcrd,hcrd_gaussian,1,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152942,152963,1,16.0,-8.0,-24.0,12.0,hcrd,hcrd_gaussian,1,2.0,0.3
sele0107,9,250.0,152938,152954,152965,152926,152967,1,-48.0,8.0,56.0,28.0,hcrd,hcrd_gaussian,1,4.0,0.3
sele0107,9,250.0,152938,152954,152965,152943,152962,1,20.0,-12.0,-32.0,16.0,hcrd,hcrd_quadratic,1,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152941,152964,1,12.0,-4.0,-16.0,8.0,hcrd,hcrd_quadratic,1,10.0,0.3
sele0107,9,250.0,152938,152954,152965,152926,152968,1,-48.0,12.0,60.0,30.0,hcrd,hcrd_quadratic,1,100.0,0.3
sele0107,9,250.0,152938,152954,152965,152921,152981,1,-68.0,64.0,132.0,66.0,hcrd,hcrd_quadratic,1,1000.0,0.3
sele0107,9,250.0,152938,152954,152965,152952,152960,1,56.0,-20.0,-76.0,38.0,derivative,derivative_threshold,1,1.0,0.05
sele0107,9,250.0,152938,152954,152965,152953,152960,1,60.0,-20.0,-80.0,40.0,derivative,derivative_threshold,1,1.0,0.1
sele0107,9,250.0,152938,152954,152965,152953,152960,1,60.0,-20.0,-80.0,40.0,derivative,derivative_threshold,1,1.0,0.2
sele0107,9,250.0,152938,152954,152965,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.3
sele0107,9,250.0,152938,152954,152965,152943,152961,1,20.0,-16.0,-36.0,18.0,derivative,derivative_threshold,1,2.0,0.05
sele0107,9,250.0,152938,152954,152965,152952,152961,1,56.0,-16.0,-72.0,36.0,derivative,derivative_threshold,1,2.0,0.1
sele0107,9,250.0,152938,152954,152965,152953,152961,1,60.0,-16.0,-76.0,38.0,derivative,derivative_threshold,1,2.0,0.2
sele0107,9,250.0,152938,152954,152965,152953,152960,1,60.0,-20.0,-80.0,40.0,derivative,derivative_threshold,1,2.0,0.3
sele0107,9,250.0,152938,152954,152965,152952,152964,1,56.0,-4.0,-60.0,30.0,derivative,derivative_threshold,1,4.0,0.05
sele0107,9,250.0,152938,152954,152965,152952,152963,1,56.0,-8.0,-64.0,32.0,derivative,derivative_threshold,1,4.0,0.1
sele0107,9,250.0,152938,152954,152965,152952,152963,1,56.0,-8.0,-64.0,32.0,derivative,derivative_threshold,1,4.0,0.2
sele0107,9,250.0,152938,152954,152965,152952,152962,1,56.0,-12.0,-68.0,34.0,derivative,derivative_threshold,1,4.0,0.3
sele0107,10,250.0,153224,153235,153249,153224,153245,1,0.0,-16.0,-16.0,8.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sele0107,10,250.0,153224,153235,153249,153231,153241,1,28.0,-32.0,-60.0,30.0,hcrd,hcrd_raw,0,0.0,0.1
sele0107,10,250.0,153224,153235,153249,153233,153245,1,36.0,-16.0,-52.0,26.0,hcrd,hcrd_gaussian,0,1.0,0.1
sele0107,10,250.0,153224,153235,153249,153222,153243,1,-8.0,-24.0,-16.0,16.0,hcrd,hcrd_gaussian,0,2.0,0.1
sele0107,10,250.0,153224,153235,153249,153211,153247,1,-52.0,-8.0,44.0,30.0,hcrd,hcrd_gaussian,0,4.0,0.1
sele0107,10,250.0,153224,153235,153249,153232,153248,1,32.0,-4.0,-36.0,18.0,hcrd,hcrd_quadratic,0,1.0,0.1
sele0107,10,250.0,153224,153235,153249,153222,153254,1,-8.0,20.0,28.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.1
sele0107,10,250.0,153224,153235,153249,153214,153249,1,-40.0,0.0,40.0,20.0,hcrd,hcrd_quadratic,0,100.0,0.1
sele0107,10,250.0,153224,153235,153249,153205,153280,1,-76.0,124.0,200.0,100.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sele0107,10,250.0,153224,153235,153249,153233,153241,1,36.0,-32.0,-68.0,34.0,hcrd,hcrd_raw,0,0.0,0.2
sele0107,10,250.0,153224,153235,153249,153233,153241,1,36.0,-32.0,-68.0,34.0,hcrd,hcrd_gaussian,0,1.0,0.2
sele0107,10,250.0,153224,153235,153249,153222,153243,1,-8.0,-24.0,-16.0,16.0,hcrd,hcrd_gaussian,0,2.0,0.2
sele0107,10,250.0,153224,153235,153249,153211,153247,1,-52.0,-8.0,44.0,30.0,hcrd,hcrd_gaussian,0,4.0,0.2
sele0107,10,250.0,153224,153235,153249,153232,153242,1,32.0,-28.0,-60.0,30.0,hcrd,hcrd_quadratic,0,1.0,0.2
sele0107,10,250.0,153224,153235,153249,153222,153243,1,-8.0,-24.0,-16.0,16.0,hcrd,hcrd_quadratic,0,10.0,0.2
sele0107,10,250.0,153224,153235,153249,153214,153249,1,-40.0,0.0,40.0,20.0,hcrd,hcrd_quadratic,0,100.0,0.2
sele0107,10,250.0,153224,153235,153249,153205,153280,1,-76.0,124.0,200.0,100.0,hcrd,hcrd_quadratic,0,1000.0,0.2
sele0107,10,250.0,153224,153235,153249,153233,153241,1,36.0,-32.0,-68.0,34.0,hcrd,hcrd_raw,0,0.0,0.3
sele0107,10,250.0,153224,153235,153249,153233,153241,1,36.0,-32.0,-68.0,34.0,hcrd,hcrd_gaussian,0,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153222,153243,1,-8.0,-24.0,-16.0,16.0,hcrd,hcrd_gaussian,0,2.0,0.3
sele0107,10,250.0,153224,153235,153249,153211,153247,1,-52.0,-8.0,44.0,30.0,hcrd,hcrd_gaussian,0,4.0,0.3
sele0107,10,250.0,153224,153235,153249,153232,153242,1,32.0,-28.0,-60.0,30.0,hcrd,hcrd_quadratic,0,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153222,153243,1,-8.0,-24.0,-16.0,16.0,hcrd,hcrd_quadratic,0,10.0,0.3
sele0107,10,250.0,153224,153235,153249,153214,153249,1,-40.0,0.0,40.0,20.0,hcrd,hcrd_quadratic,0,100.0,0.3
sele0107,10,250.0,153224,153235,153249,153205,153280,1,-76.0,124.0,200.0,100.0,hcrd,hcrd_quadratic,0,1000.0,0.3
sele0107,10,250.0,153224,153235,153249,153225,153240,1,4.0,-36.0,-40.0,20.0,derivative,derivative_threshold,0,1.0,0.05
sele0107,10,250.0,153224,153235,153249,153226,153240,1,8.0,-36.0,-44.0,22.0,derivative,derivative_threshold,0,1.0,0.1
sele0107,10,250.0,153224,153235,153249,153234,153240,1,40.0,-36.0,-76.0,38.0,derivative,derivative_threshold,0,1.0,0.2
sele0107,10,250.0,153224,153235,153249,153234,153240,1,40.0,-36.0,-76.0,38.0,derivative,derivative_threshold,0,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153224,153241,1,0.0,-32.0,-32.0,16.0,derivative,derivative_threshold,0,2.0,0.05
sele0107,10,250.0,153224,153235,153249,153234,153241,1,40.0,-32.0,-72.0,36.0,derivative,derivative_threshold,0,2.0,0.1
sele0107,10,250.0,153224,153235,153249,153234,153241,1,40.0,-32.0,-72.0,36.0,derivative,derivative_threshold,0,2.0,0.2
sele0107,10,250.0,153224,153235,153249,153234,153240,1,40.0,-36.0,-76.0,38.0,derivative,derivative_threshold,0,2.0,0.3
sele0107,10,250.0,153224,153235,153249,153219,153245,1,-20.0,-16.0,4.0,18.0,derivative,derivative_threshold,0,4.0,0.05
sele0107,10,250.0,153224,153235,153249,153220,153244,1,-16.0,-20.0,-4.0,18.0,derivative,derivative_threshold,0,4.0,0.1
sele0107,10,250.0,153224,153235,153249,153233,153244,1,36.0,-20.0,-56.0,28.0,derivative,derivative_threshold,0,4.0,0.2
sele0107,10,250.0,153224,153235,153249,153234,153243,1,40.0,-24.0,-64.0,32.0,derivative,derivative_threshold,0,4.0,0.3
sele0107,10,250.0,153224,153235,153249,153221,153247,1,-12.0,-8.0,4.0,10.0,official_ecgpuwave,official_pu1,1,0.0,0.0
sele0107,10,250.0,153224,153235,153249,153225,153250,1,4.0,4.0,0.0,4.0,hcrd,hcrd_raw,1,0.0,0.1
sele0107,10,250.0,153224,153235,153249,153225,153251,1,4.0,8.0,4.0,6.0,hcrd,hcrd_gaussian,1,1.0,0.1
sele0107,10,250.0,153224,153235,153249,153224,153246,1,0.0,-12.0,-12.0,6.0,hcrd,hcrd_gaussian,1,2.0,0.1
sele0107,10,250.0,153224,153235,153249,153208,153249,1,-64.0,0.0,64.0,32.0,hcrd,hcrd_gaussian,1,4.0,0.1
sele0107,10,250.0,153224,153235,153249,153225,153251,1,4.0,8.0,4.0,6.0,hcrd,hcrd_quadratic,1,1.0,0.1
sele0107,10,250.0,153224,153235,153249,153223,153254,1,-4.0,20.0,24.0,12.0,hcrd,hcrd_quadratic,1,10.0,0.1
sele0107,10,250.0,153224,153235,153249,153208,153250,1,-64.0,4.0,68.0,34.0,hcrd,hcrd_quadratic,1,100.0,0.1
sele0107,10,250.0,153224,153235,153249,153203,153264,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.1
sele0107,10,250.0,153224,153235,153249,153225,153244,1,4.0,-20.0,-24.0,12.0,hcrd,hcrd_raw,1,0.0,0.2
sele0107,10,250.0,153224,153235,153249,153225,153245,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_gaussian,1,1.0,0.2
sele0107,10,250.0,153224,153235,153249,153224,153246,1,0.0,-12.0,-12.0,6.0,hcrd,hcrd_gaussian,1,2.0,0.2
sele0107,10,250.0,153224,153235,153249,153208,153249,1,-64.0,0.0,64.0,32.0,hcrd,hcrd_gaussian,1,4.0,0.2
sele0107,10,250.0,153224,153235,153249,153225,153245,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_quadratic,1,1.0,0.2
sele0107,10,250.0,153224,153235,153249,153223,153246,1,-4.0,-12.0,-8.0,8.0,hcrd,hcrd_quadratic,1,10.0,0.2
sele0107,10,250.0,153224,153235,153249,153208,153250,1,-64.0,4.0,68.0,34.0,hcrd,hcrd_quadratic,1,100.0,0.2
sele0107,10,250.0,153224,153235,153249,153203,153264,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.2
sele0107,10,250.0,153224,153235,153249,153225,153244,1,4.0,-20.0,-24.0,12.0,hcrd,hcrd_raw,1,0.0,0.3
sele0107,10,250.0,153224,153235,153249,153225,153245,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_gaussian,1,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153224,153246,1,0.0,-12.0,-12.0,6.0,hcrd,hcrd_gaussian,1,2.0,0.3
sele0107,10,250.0,153224,153235,153249,153208,153249,1,-64.0,0.0,64.0,32.0,hcrd,hcrd_gaussian,1,4.0,0.3
sele0107,10,250.0,153224,153235,153249,153225,153245,1,4.0,-16.0,-20.0,10.0,hcrd,hcrd_quadratic,1,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153223,153246,1,-4.0,-12.0,-8.0,8.0,hcrd,hcrd_quadratic,1,10.0,0.3
sele0107,10,250.0,153224,153235,153249,153208,153250,1,-64.0,4.0,68.0,34.0,hcrd,hcrd_quadratic,1,100.0,0.3
sele0107,10,250.0,153224,153235,153249,153203,153264,1,-84.0,60.0,144.0,72.0,hcrd,hcrd_quadratic,1,1000.0,0.3
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.05
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.1
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.2
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,1.0,0.3
sele0107,10,250.0,153224,153235,153249,153225,153250,1,4.0,4.0,0.0,4.0,derivative,derivative_threshold,1,2.0,0.05
sele0107,10,250.0,153224,153235,153249,153226,153243,1,8.0,-24.0,-32.0,16.0,derivative,derivative_threshold,1,2.0,0.1
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,2.0,0.2
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,2.0,0.3
sele0107,10,250.0,153224,153235,153249,153222,153246,1,-8.0,-12.0,-4.0,10.0,derivative,derivative_threshold,1,4.0,0.05
sele0107,10,250.0,153224,153235,153249,153222,153246,1,-8.0,-12.0,-4.0,10.0,derivative,derivative_threshold,1,4.0,0.1
sele0107,10,250.0,153224,153235,153249,153234,153245,1,40.0,-16.0,-56.0,28.0,derivative,derivative_threshold,1,4.0,0.2
sele0107,10,250.0,153224,153235,153249,,,0,nan,nan,nan,160.0,derivative,derivative_threshold,1,4.0,0.3
sele0107,11,250.0,153508,153520,153531,153508,153528,1,0.0,-12.0,-12.0,6.0,official_ecgpuwave,official_pu0,0,0.0,0.0
sele0107,11,250.0,153508,153520,153531,153505,153529,1,-12.0,-8.0,4.0,10.0,hcrd,hcrd_raw,0,0.0,0.1
sele0107,11,250.0,153508,153520,153531,153517,153529,1,36.0,-8.0,-44.0,22.0,hcrd,hcrd_gaussian,0,1.0,0.1
sele0107,11,250.0,153508,153520,153531,153505,153534,1,-12.0,12.0,24.0,12.0,hcrd,hcrd_gaussian,0,2.0,0.1
sele0107,11,250.0,153508,153520,153531,153495,153530,1,-52.0,-4.0,48.0,28.0,hcrd,hcrd_gaussian,0,4.0,0.1
sele0107,11,250.0,153508,153520,153531,153516,153532,1,32.0,4.0,-28.0,18.0,hcrd,hcrd_quadratic,0,1.0,0.1
sele0107,11,250.0,153508,153520,153531,153505,153535,1,-12.0,16.0,28.0,14.0,hcrd,hcrd_quadratic,0,10.0,0.1
sele0107,11,250.0,153508,153520,153531,153497,153532,1,-44.0,4.0,48.0,24.0,hcrd,hcrd_quadratic,0,100.0,0.1
sele0107,11,250.0,153508,153520,153531,153485,153565,1,-92.0,136.0,228.0,114.0,hcrd,hcrd_quadratic,0,1000.0,0.1
sele0107,11,250.0,153508,153520,153531,153517,153525,1,36.0,-24.0,-60.0,30.0,hcrd,hcrd_raw,0,0.0,0.2
sele0107,11,250.0,153508,153520,153531,153517,153525,1,36.0,-24.0,-60.0,30.0,hcrd,hcrd_gaussian,0,1.0,0.2
