record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,predicted_onset,predicted_offset,success,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sel38,3,hcrd_quadratic,250.0,150698,150714,150744,150698,150747,1,0.0,12.0,12.0,6.0
sel38,3,hcrd_gaussian,250.0,150698,150714,150744,150698,150747,1,0.0,12.0,12.0,6.0
sel38,3,hcrd_raw,250.0,150698,150714,150744,,,0,nan,nan,nan,160.0
sel38,3,derivative_threshold,250.0,150698,150714,150744,150702,150718,1,16.0,-104.0,-120.0,60.0
sel38,3,official_pu0,250.0,150698,150714,150744,150688,150744,1,-40.0,0.0,40.0,20.0
sel38,3,official_pu1,250.0,150698,150714,150744,150692,150745,1,-24.0,4.0,28.0,14.0
sel38,4,hcrd_quadratic,250.0,150842,150863,150888,150844,150892,1,8.0,16.0,8.0,12.0
sel38,4,hcrd_gaussian,250.0,150842,150863,150888,150844,150892,1,8.0,16.0,8.0,12.0
sel38,4,hcrd_raw,250.0,150842,150863,150888,,,0,nan,nan,nan,160.0
sel38,4,derivative_threshold,250.0,150842,150863,150888,150847,150864,1,20.0,-96.0,-116.0,58.0
sel38,4,official_pu0,250.0,150842,150863,150888,150837,150888,1,-20.0,0.0,20.0,10.0
sel38,4,official_pu1,250.0,150842,150863,150888,150839,150898,1,-12.0,40.0,52.0,26.0
sel38,5,hcrd_quadratic,250.0,150984,151006,151033,150988,151038,1,16.0,20.0,4.0,18.0
sel38,5,hcrd_gaussian,250.0,150984,151006,151033,150987,151038,1,12.0,20.0,8.0,16.0
sel38,5,hcrd_raw,250.0,150984,151006,151033,150971,151008,1,-52.0,-100.0,-48.0,76.0
sel38,5,derivative_threshold,250.0,150984,151006,151033,150991,151008,1,28.0,-100.0,-128.0,64.0
sel38,5,official_pu0,250.0,150984,151006,151033,150979,151035,1,-20.0,8.0,28.0,14.0
sel38,5,official_pu1,250.0,150984,151006,151033,150982,151039,1,-8.0,24.0,32.0,16.0
sel38,6,hcrd_quadratic,250.0,151128,151150,151173,151131,151174,1,12.0,4.0,-8.0,8.0
sel38,6,hcrd_gaussian,250.0,151128,151150,151173,151131,151185,1,12.0,48.0,36.0,30.0
sel38,6,hcrd_raw,250.0,151128,151150,151173,,,0,nan,nan,nan,160.0
sel38,6,derivative_threshold,250.0,151128,151150,151173,151135,151151,1,28.0,-88.0,-116.0,58.0
sel38,6,official_pu0,250.0,151128,151150,151173,151123,151183,1,-20.0,40.0,60.0,30.0
sel38,6,official_pu1,250.0,151128,151150,151173,151128,151180,1,0.0,28.0,28.0,14.0
sel38,7,hcrd_quadratic,250.0,151273,151293,151315,151276,151322,1,12.0,28.0,16.0,20.0
sel38,7,hcrd_gaussian,250.0,151273,151293,151315,151276,151322,1,12.0,28.0,16.0,20.0
sel38,7,hcrd_raw,250.0,151273,151293,151315,151272,151302,1,-4.0,-52.0,-48.0,28.0
sel38,7,derivative_threshold,250.0,151273,151293,151315,151279,151296,1,24.0,-76.0,-100.0,50.0
sel38,7,official_pu0,250.0,151273,151293,151315,151268,151316,1,-20.0,4.0,24.0,12.0
sel38,7,official_pu1,250.0,151273,151293,151315,151272,151321,1,-4.0,24.0,28.0,14.0
sel38,8,hcrd_quadratic,250.0,151418,151436,151463,151421,151471,1,12.0,32.0,20.0,22.0
sel38,8,hcrd_gaussian,250.0,151418,151436,151463,151421,151471,1,12.0,32.0,20.0,22.0
sel38,8,hcrd_raw,250.0,151418,151436,151463,151424,151461,1,24.0,-8.0,-32.0,16.0
sel38,8,derivative_threshold,250.0,151418,151436,151463,151424,151441,1,24.0,-88.0,-112.0,56.0
sel38,8,official_pu0,250.0,151418,151436,151463,151413,151466,1,-20.0,12.0,32.0,16.0
sel38,8,official_pu1,250.0,151418,151436,151463,151415,151461,1,-12.0,-8.0,4.0,10.0
sel38,9,hcrd_quadratic,250.0,151561,151580,151606,151565,151610,1,16.0,16.0,0.0,16.0
sel38,9,hcrd_gaussian,250.0,151561,151580,151606,151565,151611,1,16.0,20.0,4.0,18.0
sel38,9,hcrd_raw,250.0,151561,151580,151606,,,0,nan,nan,nan,160.0
sel38,9,derivative_threshold,250.0,151561,151580,151606,151568,151584,1,28.0,-88.0,-116.0,58.0
sel38,9,official_pu0,250.0,151561,151580,151606,151556,151603,1,-20.0,-12.0,8.0,16.0
sel38,9,official_pu1,250.0,151561,151580,151606,151557,151616,1,-16.0,40.0,56.0,28.0
sel38,10,hcrd_quadratic,250.0,151704,151724,151751,151708,151752,1,16.0,4.0,-12.0,10.0
sel38,10,hcrd_gaussian,250.0,151704,151724,151751,151708,151737,1,16.0,-56.0,-72.0,36.0
sel38,10,hcrd_raw,250.0,151704,151724,151751,151704,151739,1,0.0,-48.0,-48.0,24.0
sel38,10,derivative_threshold,250.0,151704,151724,151751,151712,151728,1,32.0,-92.0,-124.0,62.0
sel38,10,official_pu0,250.0,151704,151724,151751,151701,151747,1,-12.0,-16.0,-4.0,14.0
sel38,10,official_pu1,250.0,151704,151724,151751,151697,151749,1,-28.0,-8.0,20.0,18.0
sel38,11,hcrd_quadratic,250.0,151850,151869,151890,151853,151895,1,12.0,20.0,8.0,16.0
sel38,11,hcrd_gaussian,250.0,151850,151869,151890,151853,151901,1,12.0,44.0,32.0,28.0
sel38,11,hcrd_raw,250.0,151850,151869,151890,151853,151883,1,12.0,-28.0,-40.0,20.0
sel38,11,derivative_threshold,250.0,151850,151869,151890,151856,151873,1,24.0,-68.0,-92.0,46.0
sel38,11,official_pu0,250.0,151850,151869,151890,151843,151891,1,-28.0,4.0,32.0,16.0
sel38,11,official_pu1,250.0,151850,151869,151890,151846,151893,1,-16.0,12.0,28.0,14.0
sel38,12,hcrd_quadratic,250.0,151996,152015,152040,151999,152044,1,12.0,16.0,4.0,14.0
sel38,12,hcrd_gaussian,250.0,151996,152015,152040,151999,152048,1,12.0,32.0,20.0,22.0
sel38,12,hcrd_raw,250.0,151996,152015,152040,151990,152019,1,-24.0,-84.0,-60.0,54.0
sel38,12,derivative_threshold,250.0,151996,152015,152040,152002,152019,1,24.0,-84.0,-108.0,54.0
sel38,12,official_pu0,250.0,151996,152015,152040,151992,152038,1,-16.0,-8.0,8.0,12.0
sel38,12,official_pu1,250.0,151996,152015,152040,151989,152042,1,-28.0,8.0,36.0,18.0
sel38,13,hcrd_quadratic,250.0,152148,152162,152188,152147,152190,1,-4.0,8.0,12.0,6.0
sel38,13,hcrd_gaussian,250.0,152148,152162,152188,152147,152194,1,-4.0,24.0,28.0,14.0
sel38,13,hcrd_raw,250.0,152148,152162,152188,152148,152177,1,0.0,-44.0,-44.0,22.0
sel38,13,derivative_threshold,250.0,152148,152162,152188,152151,152167,1,12.0,-84.0,-96.0,48.0
sel38,13,official_pu0,250.0,152148,152162,152188,152138,152185,1,-40.0,-12.0,28.0,26.0
sel38,13,official_pu1,250.0,152148,152162,152188,152140,152187,1,-32.0,-4.0,28.0,18.0
sel38,14,hcrd_quadratic,250.0,152288,152305,152335,152291,152337,1,12.0,8.0,-4.0,10.0
sel38,14,hcrd_gaussian,250.0,152288,152305,152335,152291,152339,1,12.0,16.0,4.0,14.0
sel38,14,hcrd_raw,250.0,152288,152305,152335,,,0,nan,nan,nan,160.0
sel38,14,derivative_threshold,250.0,152288,152305,152335,152285,152311,1,-12.0,-96.0,-84.0,54.0
sel38,14,official_pu0,250.0,152288,152305,152335,152281,152331,1,-28.0,-16.0,12.0,22.0
sel38,14,official_pu1,250.0,152288,152305,152335,152283,152343,1,-20.0,32.0,52.0,26.0
sel38,15,hcrd_quadratic,250.0,152432,152450,152478,152436,152479,1,16.0,4.0,-12.0,10.0
sel38,15,hcrd_gaussian,250.0,152432,152450,152478,152436,152465,1,16.0,-52.0,-68.0,34.0
sel38,15,hcrd_raw,250.0,152432,152450,152478,152425,152476,1,-28.0,-8.0,20.0,18.0
sel38,15,derivative_threshold,250.0,152432,152450,152478,152430,152456,1,-8.0,-88.0,-80.0,48.0
sel38,15,official_pu0,250.0,152432,152450,152478,152427,152474,1,-20.0,-16.0,4.0,18.0
sel38,15,official_pu1,250.0,152432,152450,152478,152432,152479,1,0.0,4.0,4.0,2.0
sel38,16,hcrd_quadratic,250.0,152577,152595,152621,152581,152625,1,16.0,16.0,0.0,16.0
sel38,16,hcrd_gaussian,250.0,152577,152595,152621,152581,152626,1,16.0,20.0,4.0,18.0
sel38,16,hcrd_raw,250.0,152577,152595,152621,152583,152602,1,24.0,-76.0,-100.0,50.0
sel38,16,derivative_threshold,250.0,152577,152595,152621,152574,152601,1,-12.0,-80.0,-68.0,46.0
sel38,16,official_pu0,250.0,152577,152595,152621,152571,152619,1,-24.0,-8.0,16.0,16.0
sel38,16,official_pu1,250.0,152577,152595,152621,152574,152628,1,-12.0,28.0,40.0,20.0
sel38,17,hcrd_quadratic,250.0,152722,152742,152765,152727,152771,1,20.0,24.0,4.0,22.0
sel38,17,hcrd_gaussian,250.0,152722,152742,152765,152727,152777,1,20.0,48.0,28.0,34.0
sel38,17,hcrd_raw,250.0,152722,152742,152765,152732,152754,1,40.0,-44.0,-84.0,42.0
sel38,17,derivative_threshold,250.0,152722,152742,152765,152720,152747,1,-8.0,-72.0,-64.0,40.0
sel38,17,official_pu0,250.0,152722,152742,152765,152719,152767,1,-12.0,8.0,20.0,10.0
sel38,17,official_pu1,250.0,152722,152742,152765,152722,152778,1,0.0,52.0,52.0,26.0
sel38,18,hcrd_quadratic,250.0,152870,152889,152915,152875,152925,1,20.0,40.0,20.0,30.0
sel38,18,hcrd_gaussian,250.0,152870,152889,152915,152875,152925,1,20.0,40.0,20.0,30.0
sel38,18,hcrd_raw,250.0,152870,152889,152915,152880,152896,1,40.0,-76.0,-116.0,58.0
sel38,18,derivative_threshold,250.0,152870,152889,152915,152878,152895,1,32.0,-80.0,-112.0,56.0
sel38,18,official_pu0,250.0,152870,152889,152915,152865,152914,1,-20.0,-4.0,16.0,12.0
sel38,18,official_pu1,250.0,152870,152889,152915,152868,152926,1,-8.0,44.0,52.0,26.0
sel38,19,hcrd_quadratic,250.0,153017,153036,153062,153021,153068,1,16.0,24.0,8.0,20.0
sel38,19,hcrd_gaussian,250.0,153017,153036,153062,153021,153068,1,16.0,24.0,8.0,20.0
sel38,19,hcrd_raw,250.0,153017,153036,153062,153023,153041,1,24.0,-84.0,-108.0,54.0
sel38,19,derivative_threshold,250.0,153017,153036,153062,153015,153041,1,-8.0,-84.0,-76.0,46.0
sel38,19,official_pu0,250.0,153017,153036,153062,153011,153064,1,-24.0,8.0,32.0,16.0
sel38,19,official_pu1,250.0,153017,153036,153062,153012,153060,1,-20.0,-8.0,12.0,14.0
sel38,20,hcrd_quadratic,250.0,153165,153181,153209,153167,153211,1,8.0,8.0,0.0,8.0
sel38,20,hcrd_gaussian,250.0,153165,153181,153209,153167,153196,1,8.0,-52.0,-60.0,30.0
sel38,20,hcrd_raw,250.0,153165,153181,153209,153160,153206,1,-20.0,-12.0,8.0,16.0
sel38,20,derivative_threshold,250.0,153165,153181,153209,153171,153187,1,24.0,-88.0,-112.0,56.0
sel38,20,official_pu0,250.0,153165,153181,153209,153159,153207,1,-24.0,-8.0,16.0,16.0
sel38,20,official_pu1,250.0,153165,153181,153209,153162,153208,1,-12.0,-4.0,8.0,8.0
sel38,21,hcrd_quadratic,250.0,153310,153327,153357,153312,153359,1,8.0,8.0,0.0,8.0
sel38,21,hcrd_gaussian,250.0,153310,153327,153357,153312,153359,1,8.0,8.0,0.0,8.0
sel38,21,hcrd_raw,250.0,153310,153327,153357,,,0,nan,nan,nan,160.0
sel38,21,derivative_threshold,250.0,153310,153327,153357,153306,153332,1,-16.0,-100.0,-84.0,58.0
sel38,21,official_pu0,250.0,153310,153327,153357,153303,153352,1,-28.0,-20.0,8.0,24.0
sel38,21,official_pu1,250.0,153310,153327,153357,153305,153354,1,-20.0,-12.0,8.0,16.0
sel38,22,hcrd_quadratic,250.0,153451,153473,153498,153457,153501,1,24.0,12.0,-12.0,18.0
sel38,22,hcrd_gaussian,250.0,153451,153473,153498,153457,153501,1,24.0,12.0,-12.0,18.0
sel38,22,hcrd_raw,250.0,153451,153473,153498,153446,153484,1,-20.0,-56.0,-36.0,38.0
sel38,22,derivative_threshold,250.0,153451,153473,153498,153450,153477,1,-4.0,-84.0,-80.0,44.0
sel38,22,official_pu0,250.0,153451,153473,153498,153448,153498,1,-12.0,0.0,12.0,6.0
sel38,22,official_pu1,250.0,153451,153473,153498,153442,153499,1,-36.0,4.0,40.0,20.0
sel38,23,hcrd_quadratic,250.0,153595,153614,153641,153600,153645,1,20.0,16.0,-4.0,18.0
sel38,23,hcrd_gaussian,250.0,153595,153614,153641,153600,153646,1,20.0,20.0,0.0,20.0
sel38,23,hcrd_raw,250.0,153595,153614,153641,153603,153621,1,32.0,-80.0,-112.0,56.0
sel38,23,derivative_threshold,250.0,153595,153614,153641,153603,153620,1,32.0,-84.0,-116.0,58.0
sel38,23,official_pu0,250.0,153595,153614,153641,153592,153639,1,-12.0,-8.0,4.0,10.0
sel38,23,official_pu1,250.0,153595,153614,153641,153594,153641,1,-4.0,0.0,4.0,2.0
sel38,24,hcrd_quadratic,250.0,153744,153761,153787,153746,153791,1,8.0,16.0,8.0,12.0
sel38,24,hcrd_gaussian,250.0,153744,153761,153787,153745,153798,1,4.0,44.0,40.0,24.0
sel38,24,hcrd_raw,250.0,153744,153761,153787,153743,153767,1,-4.0,-80.0,-76.0,42.0
sel38,24,derivative_threshold,250.0,153744,153761,153787,153749,153766,1,20.0,-84.0,-104.0,52.0
sel38,24,official_pu0,250.0,153744,153761,153787,153737,153796,1,-28.0,36.0,64.0,32.0
sel38,24,official_pu1,250.0,153744,153761,153787,153741,153787,1,-12.0,0.0,12.0,6.0
sel38,25,hcrd_quadratic,250.0,153887,153905,153932,153890,153938,1,12.0,24.0,12.0,18.0
sel38,25,hcrd_gaussian,250.0,153887,153905,153932,153890,153938,1,12.0,24.0,12.0,18.0
sel38,25,hcrd_raw,250.0,153887,153905,153932,153892,153915,1,20.0,-68.0,-88.0,44.0
sel38,25,derivative_threshold,250.0,153887,153905,153932,153884,153910,1,-12.0,-88.0,-76.0,50.0
sel38,25,official_pu0,250.0,153887,153905,153932,153882,153928,1,-20.0,-16.0,4.0,18.0
sel38,25,official_pu1,250.0,153887,153905,153932,153879,153931,1,-32.0,-4.0,28.0,18.0
sel38,26,hcrd_quadratic,250.0,154029,154048,154080,154034,154077,1,20.0,-12.0,-32.0,16.0
sel38,26,hcrd_gaussian,250.0,154029,154048,154080,154034,154085,1,20.0,20.0,0.0,20.0
sel38,26,hcrd_raw,250.0,154029,154048,154080,,,0,nan,nan,nan,160.0
sel38,26,derivative_threshold,250.0,154029,154048,154080,154027,154054,1,-8.0,-104.0,-96.0,56.0
sel38,26,official_pu0,250.0,154029,154048,154080,154024,154075,1,-20.0,-20.0,0.0,20.0
sel38,26,official_pu1,250.0,154029,154048,154080,154027,154079,1,-8.0,-4.0,4.0,6.0
sel38,27,hcrd_quadratic,250.0,154176,154192,154219,154178,154229,1,8.0,40.0,32.0,24.0
sel38,27,hcrd_gaussian,250.0,154176,154192,154219,154178,154224,1,8.0,20.0,12.0,14.0
sel38,27,hcrd_raw,250.0,154176,154192,154219,154190,154216,1,56.0,-12.0,-68.0,34.0
sel38,27,derivative_threshold,250.0,154176,154192,154219,154171,154198,1,-20.0,-84.0,-64.0,52.0
sel38,27,official_pu0,250.0,154176,154192,154219,154170,154224,1,-24.0,20.0,44.0,22.0
sel38,27,official_pu1,250.0,154176,154192,154219,154172,154222,1,-16.0,12.0,28.0,14.0
sel38,28,hcrd_quadratic,250.0,154322,154340,154363,154325,154368,1,12.0,20.0,8.0,16.0
sel38,28,hcrd_gaussian,250.0,154322,154340,154363,154325,154369,1,12.0,24.0,12.0,18.0
sel38,28,hcrd_raw,250.0,154322,154340,154363,154329,154360,1,28.0,-12.0,-40.0,20.0
sel38,28,derivative_threshold,250.0,154322,154340,154363,154328,154344,1,24.0,-76.0,-100.0,50.0
sel38,28,official_pu0,250.0,154322,154340,154363,154316,154364,1,-24.0,4.0,28.0,14.0
sel38,28,official_pu1,250.0,154322,154340,154363,154318,154366,1,-16.0,12.0,28.0,14.0
sel38,29,hcrd_quadratic,250.0,154469,154486,154510,154471,154516,1,8.0,24.0,16.0,16.0
sel38,29,hcrd_gaussian,250.0,154469,154486,154510,154471,154516,1,8.0,24.0,16.0,16.0
sel38,29,hcrd_raw,250.0,154469,154486,154510,154467,154488,1,-8.0,-88.0,-80.0,48.0
sel38,29,derivative_threshold,250.0,154469,154486,154510,154465,154491,1,-16.0,-76.0,-60.0,46.0
sel38,29,official_pu0,250.0,154469,154486,154510,154464,154515,1,-20.0,20.0,40.0,20.0
sel38,29,official_pu1,250.0,154469,154486,154510,154461,154519,1,-32.0,36.0,68.0,34.0
sel102,0,hcrd_quadratic,250.0,150229,150253,150280,150251,150272,1,88.0,-32.0,-120.0,60.0
sel102,0,hcrd_gaussian,250.0,150229,150253,150280,150249,150268,1,80.0,-48.0,-128.0,64.0
sel102,0,hcrd_raw,250.0,150229,150253,150280,150232,150260,1,12.0,-80.0,-92.0,46.0
sel102,0,derivative_threshold,250.0,150229,150253,150280,150233,150265,1,16.0,-60.0,-76.0,38.0
sel102,0,official_pu0,250.0,150229,150253,150280,150226,150274,1,-12.0,-24.0,-12.0,18.0
sel102,0,official_pu1,250.0,150229,150253,150280,150230,150288,1,4.0,32.0,28.0,18.0
sel102,1,hcrd_quadratic,250.0,150427,150453,150483,,,0,nan,nan,nan,160.0
sel102,1,hcrd_gaussian,250.0,150427,150453,150483,150430,150469,1,12.0,-56.0,-68.0,34.0
sel102,1,hcrd_raw,250.0,150427,150453,150483,,,0,nan,nan,nan,160.0
sel102,1,derivative_threshold,250.0,150427,150453,150483,,,0,nan,nan,nan,160.0
sel102,1,official_pu0,250.0,150427,150453,150483,150432,150475,1,20.0,-32.0,-52.0,26.0
sel102,1,official_pu1,250.0,150427,150453,150483,150430,150485,1,12.0,8.0,-4.0,10.0
sel102,2,hcrd_quadratic,250.0,150641,150663,150694,150642,150681,1,4.0,-52.0,-56.0,28.0
sel102,2,hcrd_gaussian,250.0,150641,150663,150694,,,0,nan,nan,nan,160.0
sel102,2,hcrd_raw,250.0,150641,150663,150694,,,0,nan,nan,nan,160.0
sel102,2,derivative_threshold,250.0,150641,150663,150694,,,0,nan,nan,nan,160.0
sel102,2,official_pu0,250.0,150641,150663,150694,150644,150687,1,12.0,-28.0,-40.0,20.0
sel102,2,official_pu1,250.0,150641,150663,150694,150641,150696,1,0.0,8.0,8.0,4.0
sel102,3,hcrd_quadratic,250.0,150852,150875,150908,150854,150897,1,8.0,-44.0,-52.0,26.0
sel102,3,hcrd_gaussian,250.0,150852,150875,150908,150850,150892,1,-8.0,-64.0,-56.0,36.0
sel102,3,hcrd_raw,250.0,150852,150875,150908,150858,150884,1,24.0,-96.0,-120.0,60.0
sel102,3,derivative_threshold,250.0,150852,150875,150908,,,0,nan,nan,nan,160.0
sel102,3,official_pu0,250.0,150852,150875,150908,150852,150899,1,0.0,-36.0,-36.0,18.0
sel102,3,official_pu1,250.0,150852,150875,150908,150853,150908,1,4.0,0.0,-4.0,2.0
sel102,4,hcrd_quadratic,250.0,151065,151086,151121,151063,151105,1,-8.0,-64.0,-56.0,36.0
sel102,4,hcrd_gaussian,250.0,151065,151086,151121,151082,151105,1,68.0,-64.0,-132.0,66.0
sel102,4,hcrd_raw,250.0,151065,151086,151121,,,0,nan,nan,nan,160.0
sel102,4,derivative_threshold,250.0,151065,151086,151121,151082,151109,1,68.0,-48.0,-116.0,58.0
sel102,4,official_pu0,250.0,151065,151086,151121,151065,151107,1,0.0,-56.0,-56.0,28.0
sel102,4,official_pu1,250.0,151065,151086,151121,151062,151121,1,-12.0,0.0,12.0,6.0
sel102,5,hcrd_quadratic,250.0,151278,151313,151327,151278,151316,1,0.0,-44.0,-44.0,22.0
sel102,5,hcrd_gaussian,250.0,151278,151313,151327,151278,151316,1,0.0,-44.0,-44.0,22.0
sel102,5,hcrd_raw,250.0,151278,151313,151327,,,0,nan,nan,nan,160.0
sel102,5,derivative_threshold,250.0,151278,151313,151327,151300,151314,1,88.0,-52.0,-140.0,70.0
sel102,5,official_pu0,250.0,151278,151313,151327,151277,151323,1,-4.0,-16.0,-12.0,10.0
sel102,5,official_pu1,250.0,151278,151313,151327,151278,151332,1,0.0,20.0,20.0,10.0
sel102,6,hcrd_quadratic,250.0,152081,152106,152135,152084,152123,1,12.0,-48.0,-60.0,30.0
sel102,6,hcrd_gaussian,250.0,152081,152106,152135,,,0,nan,nan,nan,160.0
sel102,6,hcrd_raw,250.0,152081,152106,152135,152097,152114,1,64.0,-84.0,-148.0,74.0
sel102,6,derivative_threshold,250.0,152081,152106,152135,,,0,nan,nan,nan,160.0
sel102,6,official_pu0,250.0,152081,152106,152135,152079,152130,1,-8.0,-20.0,-12.0,14.0
sel102,6,official_pu1,250.0,152081,152106,152135,152083,152139,1,8.0,16.0,8.0,12.0
sel102,7,hcrd_quadratic,250.0,152307,152321,152361,,,0,nan,nan,nan,160.0
sel102,7,hcrd_gaussian,250.0,152307,152321,152361,152302,152339,1,-20.0,-88.0,-68.0,54.0
sel102,7,hcrd_raw,250.0,152307,152321,152361,,,0,nan,nan,nan,160.0
sel102,7,derivative_threshold,250.0,152307,152321,152361,,,0,nan,nan,nan,160.0
sel102,7,official_pu0,250.0,152307,152321,152361,152298,152346,1,-36.0,-60.0,-24.0,48.0
sel102,7,official_pu1,250.0,152307,152321,152361,152299,152356,1,-32.0,-20.0,12.0,26.0
sel102,8,hcrd_quadratic,250.0,152516,152548,152569,152533,152553,1,68.0,-64.0,-132.0,66.0
sel102,8,hcrd_gaussian,250.0,152516,152548,152569,152532,152552,1,64.0,-68.0,-132.0,66.0
sel102,8,hcrd_raw,250.0,152516,152548,152569,,,0,nan,nan,nan,160.0
sel102,8,derivative_threshold,250.0,152516,152548,152569,152533,152550,1,68.0,-76.0,-144.0,72.0
sel102,8,official_pu0,250.0,152516,152548,152569,152512,152558,1,-16.0,-44.0,-28.0,30.0
sel102,8,official_pu1,250.0,152516,152548,152569,152513,152568,1,-12.0,-4.0,8.0,8.0
sel102,9,hcrd_quadratic,250.0,152722,152744,152775,152722,152760,1,0.0,-60.0,-60.0,30.0
sel102,9,hcrd_gaussian,250.0,152722,152744,152775,,,0,nan,nan,nan,160.0
sel102,9,hcrd_raw,250.0,152722,152744,152775,,,0,nan,nan,nan,160.0
sel102,9,derivative_threshold,250.0,152722,152744,152775,,,0,nan,nan,nan,160.0
sel102,9,official_pu0,250.0,152722,152744,152775,152724,152766,1,8.0,-36.0,-44.0,22.0
sel102,9,official_pu1,250.0,152722,152744,152775,152722,152775,1,0.0,0.0,0.0,0.0
sel102,10,hcrd_quadratic,250.0,152932,152954,152988,152933,152971,1,4.0,-68.0,-72.0,36.0
sel102,10,hcrd_gaussian,250.0,152932,152954,152988,,,0,nan,nan,nan,160.0
sel102,10,hcrd_raw,250.0,152932,152954,152988,152937,152955,1,20.0,-132.0,-152.0,76.0
sel102,10,derivative_threshold,250.0,152932,152954,152988,,,0,nan,nan,nan,160.0
sel102,10,official_pu0,250.0,152932,152954,152988,152934,152971,1,8.0,-68.0,-76.0,38.0
sel102,10,official_pu1,250.0,152932,152954,152988,152933,152989,1,4.0,4.0,0.0,4.0
sel102,11,hcrd_quadratic,250.0,153136,153159,153189,153135,153173,1,-4.0,-64.0,-60.0,34.0
sel102,11,hcrd_gaussian,250.0,153136,153159,153189,153153,153172,1,68.0,-68.0,-136.0,68.0
sel102,11,hcrd_raw,250.0,153136,153159,153189,153149,153160,1,52.0,-116.0,-168.0,84.0
sel102,11,derivative_threshold,250.0,153136,153159,153189,,,0,nan,nan,nan,160.0
sel102,11,official_pu0,250.0,153136,153159,153189,153132,153170,1,-16.0,-76.0,-60.0,46.0
sel102,11,official_pu1,250.0,153136,153159,153189,153135,153189,1,-4.0,0.0,4.0,2.0
sel102,12,hcrd_quadratic,250.0,153331,153363,153382,153328,153373,1,-12.0,-36.0,-24.0,24.0
sel102,12,hcrd_gaussian,250.0,153331,153363,153382,153330,153368,1,-4.0,-56.0,-52.0,30.0
sel102,12,hcrd_raw,250.0,153331,153363,153382,153360,153384,1,116.0,8.0,-108.0,62.0
sel102,12,derivative_threshold,250.0,153331,153363,153382,153355,153372,1,96.0,-40.0,-136.0,68.0
sel102,12,official_pu0,250.0,153331,153363,153382,153333,153365,1,8.0,-68.0,-76.0,38.0
sel102,12,official_pu1,250.0,153331,153363,153382,153331,153384,1,0.0,8.0,8.0,4.0
sel102,13,hcrd_quadratic,250.0,153535,153555,153593,,,0,nan,nan,nan,160.0
sel102,13,hcrd_gaussian,250.0,153535,153555,153593,153533,153570,1,-8.0,-92.0,-84.0,50.0
sel102,13,hcrd_raw,250.0,153535,153555,153593,,,0,nan,nan,nan,160.0
sel102,13,derivative_threshold,250.0,153535,153555,153593,,,0,nan,nan,nan,160.0
sel102,13,official_pu0,250.0,153535,153555,153593,153535,153572,1,0.0,-84.0,-84.0,42.0
sel102,13,official_pu1,250.0,153535,153555,153593,153532,153586,1,-12.0,-28.0,-16.0,20.0
sel102,14,hcrd_quadratic,250.0,153743,153765,153799,153763,153793,1,80.0,-24.0,-104.0,52.0
sel102,14,hcrd_gaussian,250.0,153743,153765,153799,153762,153786,1,76.0,-52.0,-128.0,64.0
sel102,14,hcrd_raw,250.0,153743,153765,153799,,,0,nan,nan,nan,160.0
sel102,14,derivative_threshold,250.0,153743,153765,153799,,,0,nan,nan,nan,160.0
sel102,14,official_pu0,250.0,153743,153765,153799,153742,153789,1,-4.0,-40.0,-36.0,22.0
sel102,14,official_pu1,250.0,153743,153765,153799,153742,153798,1,-4.0,-4.0,0.0,4.0
sel102,15,hcrd_quadratic,250.0,153961,153983,154017,153960,153999,1,-4.0,-72.0,-68.0,38.0
sel102,15,hcrd_gaussian,250.0,153961,153983,154017,153956,153998,1,-20.0,-76.0,-56.0,48.0
sel102,15,hcrd_raw,250.0,153961,153983,154017,153974,153985,1,52.0,-128.0,-180.0,90.0
sel102,15,derivative_threshold,250.0,153961,153983,154017,,,0,nan,nan,nan,160.0
sel102,15,official_pu0,250.0,153961,153983,154017,153958,153995,1,-12.0,-88.0,-76.0,50.0
sel102,15,official_pu1,250.0,153961,153983,154017,153960,154016,1,-4.0,-4.0,0.0,4.0
sel102,16,hcrd_quadratic,250.0,154782,154816,154835,154781,154819,1,-4.0,-64.0,-60.0,34.0
sel102,16,hcrd_gaussian,250.0,154782,154816,154835,154781,154819,1,-4.0,-64.0,-60.0,34.0
sel102,16,hcrd_raw,250.0,154782,154816,154835,,,0,nan,nan,nan,160.0
sel102,16,derivative_threshold,250.0,154782,154816,154835,154804,154828,1,88.0,-28.0,-116.0,58.0
sel102,16,official_pu0,250.0,154782,154816,154835,154781,154826,1,-4.0,-36.0,-32.0,20.0
sel102,16,official_pu1,250.0,154782,154816,154835,154782,154838,1,0.0,12.0,12.0,6.0
sel102,17,hcrd_quadratic,250.0,154983,155015,155036,154982,155025,1,-4.0,-44.0,-40.0,24.0
sel102,17,hcrd_gaussian,250.0,154983,155015,155036,155004,155019,1,84.0,-68.0,-152.0,76.0
sel102,17,hcrd_raw,250.0,154983,155015,155036,155005,155037,1,88.0,4.0,-84.0,46.0
sel102,17,derivative_threshold,250.0,154983,155015,155036,155005,155019,1,88.0,-68.0,-156.0,78.0
sel102,17,official_pu0,250.0,154983,155015,155036,154983,155016,1,0.0,-80.0,-80.0,40.0
sel102,17,official_pu1,250.0,154983,155015,155036,154982,155036,1,-4.0,0.0,4.0,2.0
