trial,suite,seed,noise_sigma,method,parameter,baseline_nmse,detail_nmse,knot_f1,knots
6,exact,20560907,0.03,fourier_oracle,bins=3,0.24015565019816318,0.15025697973719992,,
6,exact,20560907,0.03,rdp_oracle_budget,epsilon=1.6682421;knots=2,0.0004922571462737274,0.0013487909157523963,,
7,exact,20560908,0.03,hcrd_centered,none,0.7959192184341726,0.9678189674765912,0.12280701754385964,109
7,exact,20560908,0.03,hcrd_legacy,none,0.7959192184341726,0.9678189674765912,0.12280701754385964,109
7,exact,20560908,0.03,hcrd_robust,z=3.5,0.00023311612277709538,0.0011849607867868335,0.0,2
7,exact,20560908,0.03,hcrd_guided_fixed,sigma=2,0.030784458490880344,0.03623130444757899,0.8750000000000001,11
7,exact,20560908,0.03,hcrd_guided_oracle,sigma=2,0.030784458490880344,0.03623130444757899,0.8750000000000001,11
7,exact,20560908,0.03,affine_ls,degree=1,0.0328194937375545,0.03945600288523641,,
7,exact,20560908,0.03,moving_average_oracle,window=129,0.07782994244618148,0.09382664049259058,,
7,exact,20560908,0.03,gaussian_oracle,sigma=32,0.07352584973559304,0.08755417773891049,,
7,exact,20560908,0.03,fourier_oracle,bins=3,0.24006374367638228,0.2874844164747867,,
7,exact,20560908,0.03,rdp_oracle_budget,epsilon=1.5202883;knots=2,0.00023311612277709538,0.0011849607867868335,,
8,exact,20560909,0.03,hcrd_centered,none,45.58565544566767,0.9852730336569107,0.11666666666666665,115
8,exact,20560909,0.03,hcrd_legacy,none,45.58565544566767,0.9852730336569107,0.11666666666666665,115
8,exact,20560909,0.03,hcrd_robust,z=3.5,0.016340544833282036,0.0016977759277092752,0.0,2
8,exact,20560909,0.03,hcrd_guided_fixed,sigma=2,1.3919378130477205,0.03130606103341992,0.8750000000000001,11
8,exact,20560909,0.03,hcrd_guided_oracle,sigma=2,1.3919378130477205,0.03130606103341992,0.8750000000000001,11
8,exact,20560909,0.03,affine_ls,degree=1,1.7871219877475952,0.03989317153008317,,
8,exact,20560909,0.03,moving_average_oracle,window=129,1.5910639373599142,0.03539091002113392,,
8,exact,20560909,0.03,gaussian_oracle,sigma=64,0.3153504916041479,0.008080980971109842,,
8,exact,20560909,0.03,fourier_oracle,bins=3,0.24171027473438503,0.006562549068738161,,
8,exact,20560909,0.03,rdp_oracle_budget,epsilon=1.266665;knots=2,0.016340544833282036,0.0016977759277092752,,
9,exact,20560910,0.03,hcrd_centered,none,1.37874651673012,0.9891452141839929,0.1217391304347826,110
9,exact,20560910,0.03,hcrd_legacy,none,1.37874651673012,0.9891452141839929,0.1217391304347826,110
9,exact,20560910,0.03,hcrd_robust,z=3.5,0.0017349666734117488,0.0019391264460469858,0.0,2
9,exact,20560910,0.03,hcrd_guided_fixed,sigma=2,0.050878163453646166,0.03828001061458068,0.75,11
9,exact,20560910,0.03,hcrd_guided_oracle,sigma=2,0.050878163453646166,0.03828001061458068,0.75,11
9,exact,20560910,0.03,affine_ls,degree=1,0.05235689280931467,0.039384360075407174,,
9,exact,20560910,0.03,moving_average_oracle,window=129,0.03920898607535202,0.028664626763653694,,
9,exact,20560910,0.03,gaussian_oracle,sigma=32,0.01432906209541458,0.011494958704075183,,
9,exact,20560910,0.03,fourier_oracle,bins=3,0.240072027472862,0.17110065782937378,,
9,exact,20560910,0.03,rdp_oracle_budget,epsilon=1.648976;knots=2,0.0017349666734117488,0.0019391264460469858,,
10,exact,20560911,0.03,hcrd_centered,none,0.8729044962743657,0.9828160454583051,0.11666666666666665,115
10,exact,20560911,0.03,hcrd_legacy,none,0.8729044962743657,0.9828160454583051,0.11666666666666665,115
10,exact,20560911,0.03,hcrd_robust,z=3.5,0.00039057593488789284,0.001596870519798039,0.0,2
10,exact,20560911,0.03,hcrd_guided_fixed,sigma=2,0.028117718731129445,0.03176989324489703,0.8750000000000001,11
10,exact,20560911,0.03,hcrd_guided_oracle,sigma=2,0.028117718731129445,0.03176989324489703,0.8750000000000001,11
10,exact,20560911,0.03,affine_ls,degree=1,0.03499225598960146,0.039669747540179344,,
10,exact,20560911,0.03,moving_average_oracle,window=129,0.02706808697521281,0.0323590510280751,,
10,exact,20560911,0.03,gaussian_oracle,sigma=32,0.006634117600618508,0.008294909642097307,,
10,exact,20560911,0.03,fourier_oracle,bins=3,0.24007236120827247,0.27336425222157223,,
10,exact,20560911,0.03,rdp_oracle_budget,epsilon=1.6745882;knots=2,0.00039057593488789284,0.001596870519798039,,
11,exact,20560912,0.03,hcrd_centered,none,0.26367047085474205,0.9742634015436391,0.1217391304347826,110
11,exact,20560912,0.03,hcrd_legacy,none,0.26367047085474205,0.9742634015436391,0.1217391304347826,110
11,exact,20560912,0.03,hcrd_robust,z=3.5,2.422226024817293e-05,0.001189770448108212,0.0,2
11,exact,20560912,0.03,hcrd_guided_fixed,sigma=2,0.009384939265357826,0.036276758167754164,0.75,11
11,exact,20560912,0.03,hcrd_guided_oracle,sigma=2,0.009384939265357826,0.036276758167754164,0.75,11
11,exact,20560912,0.03,affine_ls,degree=1,0.010300185143325065,0.03966999961224693,,
11,exact,20560912,0.03,moving_average_oracle,window=65,0.009092748394663685,0.03548416487402473,,
11,exact,20560912,0.03,gaussian_oracle,sigma=32,0.0007865042667778345,0.003859502038832586,,
11,exact,20560912,0.03,fourier_oracle,bins=3,0.24003372791844504,0.8803510417419634,,
11,exact,20560912,0.03,rdp_oracle_budget,epsilon=1.4462765;knots=2,2.422226024817293e-05,0.001189770448108212,,
12,exact,20560913,0.03,hcrd_centered,none,0.7938149545116633,0.9772751123142396,0.11666666666666665,115
12,exact,20560913,0.03,hcrd_legacy,none,0.7938149545116633,0.9772751123142396,0.11666666666666665,115
12,exact,20560913,0.03,hcrd_robust,z=3.5,0.003942293587583603,0.005559570291887097,0.0,2
12,exact,20560913,0.03,hcrd_guided_fixed,sigma=2,0.036809448060386045,0.04643462456977407,0.75,11
12,exact,20560913,0.03,hcrd_guided_oracle,sigma=2,0.036809448060386045,0.04643462456977407,0.75,11
12,exact,20560913,0.03,affine_ls,degree=1,0.03094064506033245,0.039697482503053244,,
12,exact,20560913,0.03,moving_average_oracle,window=129,0.07537396944389375,0.09540083598955287,,
12,exact,20560913,0.03,gaussian_oracle,sigma=32,0.07081085499500417,0.08904041143735429,,
12,exact,20560913,0.03,fourier_oracle,bins=3,0.24003511620330228,0.2949911443929476,,
12,exact,20560913,0.03,rdp_oracle_budget,epsilon=1.4376137;knots=2,0.003942293587583603,0.005559570291887097,,
13,exact,20560914,0.03,hcrd_centered,none,1.1572634031626337,0.9703159449593614,0.1206896551724138,111
13,exact,20560914,0.03,hcrd_legacy,none,1.1572634031626337,0.9703159449593614,0.1206896551724138,111
13,exact,20560914,0.03,hcrd_robust,z=3.5,0.00015408293731811033,0.0013049326264284807,0.0,2
13,exact,20560914,0.03,hcrd_guided_fixed,sigma=2,0.0379449850474256,0.03463770035996908,0.8750000000000001,11
13,exact,20560914,0.03,hcrd_guided_oracle,sigma=2,0.0379449850474256,0.03463770035996908,0.8750000000000001,11
13,exact,20560914,0.03,affine_ls,degree=1,0.043015488525653955,0.039808703211410244,,
13,exact,20560914,0.03,moving_average_oracle,window=129,0.09263985476636077,0.08173682092201087,,
13,exact,20560914,0.03,gaussian_oracle,sigma=32,0.08846184960008642,0.07842708281003558,,
13,exact,20560914,0.03,fourier_oracle,bins=3,0.2400531092658817,0.20532555399221963,,
13,exact,20560914,0.03,rdp_oracle_budget,epsilon=1.2093269;knots=2,0.00015408293731811033,0.0013049326264284807,,
14,exact,20560915,0.03,hcrd_centered,none,1.0447812160697085,0.9817415045281287,0.11764705882352941,114
14,exact,20560915,0.03,hcrd_legacy,none,1.0447812160697085,0.9817415045281287,0.11764705882352941,114
14,exact,20560915,0.03,hcrd_robust,z=3.5,0.0003439237451064372,0.002433472798461766,0.0,2
14,exact,20560915,0.03,hcrd_guided_fixed,sigma=2,0.038825019893573814,0.039571171627031186,0.8750000000000001,11
14,exact,20560915,0.03,hcrd_guided_oracle,sigma=2,0.038825019893573814,0.039571171627031186,0.8750000000000001,11
14,exact,20560915,0.03,affine_ls,degree=1,0.039027626136128375,0.04060736290260949,,
14,exact,20560915,0.03,moving_average_oracle,window=129,0.08692476200251191,0.08676023817018653,,
14,exact,20560915,0.03,gaussian_oracle,sigma=32,0.08266516336893116,0.08178458932161303,,
14,exact,20560915,0.03,fourier_oracle,bins=3,0.24004122911479558,0.22854541472243764,,
14,exact,20560915,0.03,rdp_oracle_budget,epsilon=1.0009967;knots=2,0.0003439237451064372,0.002433472798461766,,
15,exact,20560916,0.03,hcrd_centered,none,0.3490182864385251,0.9665936936282463,0.12612612612612611,106
15,exact,20560916,0.03,hcrd_legacy,none,0.3490182864385251,0.9665936936282463,0.12612612612612611,106
15,exact,20560916,0.03,hcrd_robust,z=3.5,5.0012186616682687e-05,0.0010379211108513852,0.0,2
15,exact,20560916,0.03,hcrd_guided_fixed,sigma=2,0.012609735240594592,0.035803167255414624,0.75,11
15,exact,20560916,0.03,hcrd_guided_oracle,sigma=2,0.012609735240594592,0.035803167255414624,0.75,11
15,exact,20560916,0.03,affine_ls,degree=1,0.013817703816212465,0.039462815230943624,,
15,exact,20560916,0.03,moving_average_oracle,window=65,0.04771671178838702,0.13315944568780702,,
15,exact,20560916,0.03,gaussian_oracle,sigma=32,0.04499725841187927,0.1254984507242575,,
15,exact,20560916,0.03,fourier_oracle,bins=3,0.24003147941411437,0.6636503061996992,,
15,exact,20560916,0.03,rdp_oracle_budget,epsilon=1.5587114;knots=2,5.0012186616682687e-05,0.0010379211108513852,,
16,exact,20560917,0.03,hcrd_centered,none,1.404728016891143,0.9890906167621265,0.1206896551724138,111
16,exact,20560917,0.03,hcrd_legacy,none,1.404728016891143,0.9890906167621265,0.1206896551724138,111
16,exact,20560917,0.03,hcrd_robust,z=3.5,0.000986194097170787,0.0015025110523854425,0.0,2
16,exact,20560917,0.03,hcrd_guided_fixed,sigma=2,0.05680309843927761,0.03950093499907168,0.75,11
16,exact,20560917,0.03,hcrd_guided_oracle,sigma=2,0.05680309843927761,0.03950093499907168,0.75,11
16,exact,20560917,0.03,affine_ls,degree=1,0.056292417301466814,0.03942617973592697,,
16,exact,20560917,0.03,moving_average_oracle,window=129,0.10899971132081755,0.07516640525041192,,
16,exact,20560917,0.03,gaussian_oracle,sigma=32,0.1050480380131954,0.07281896969820378,,
16,exact,20560917,0.03,fourier_oracle,bins=3,0.2401885254086869,0.16840768774255752,,
16,exact,20560917,0.03,rdp_oracle_budget,epsilon=1.8177353;knots=2,0.000986194097170787,0.0015025110523854425,,
17,exact,20560918,0.03,hcrd_centered,none,1.376075768491565,0.9760663630521691,0.12612612612612611,106
17,exact,20560918,0.03,hcrd_legacy,none,1.376075768491565,0.9760663630521691,0.12612612612612611,106
17,exact,20560918,0.03,hcrd_robust,z=3.5,0.0007866290301053364,0.0021142126590740612,0.0,2
17,exact,20560918,0.03,hcrd_guided_fixed,sigma=2,0.07047361664921772,0.05038713346731504,0.8750000000000001,11
17,exact,20560918,0.03,hcrd_guided_oracle,sigma=2,0.07047361664921772,0.05038713346731504,0.8750000000000001,11
17,exact,20560918,0.03,affine_ls,degree=1,0.05618314548829218,0.039910582448565594,,
17,exact,20560918,0.03,moving_average_oracle,window=129,0.10893450412590529,0.07731717887700237,,
17,exact,20560918,0.03,gaussian_oracle,sigma=32,0.10443506259514523,0.07427561330510915,,
17,exact,20560918,0.03,fourier_oracle,bins=3,0.24017115200813136,0.1724043477188549,,
17,exact,20560918,0.03,rdp_oracle_budget,epsilon=1.4532847;knots=2,0.0007866290301053364,0.0021142126590740612,,
18,exact,20560919,0.03,hcrd_centered,none,1.1155388922683147,0.9546502059517571,0.10526315789473684,109
18,exact,20560919,0.03,hcrd_legacy,none,1.1155388922683147,0.9546502059517571,0.10526315789473684,109
18,exact,20560919,0.03,hcrd_robust,z=3.5,0.00018960096667836748,0.0014607533791776994,0.0,2
18,exact,20560919,0.03,hcrd_guided_fixed,sigma=2,0.037478632025004045,0.0323960162373569,0.75,11
18,exact,20560919,0.03,hcrd_guided_oracle,sigma=2,0.037478632025004045,0.0323960162373569,0.75,11
18,exact,20560919,0.03,affine_ls,degree=1,0.04483693638202007,0.03982104602562809,,
18,exact,20560919,0.03,moving_average_oracle,window=129,0.0337136607691107,0.031623517840238015,,
18,exact,20560919,0.03,gaussian_oracle,sigma=32,0.01081754723594458,0.01039153856581494,,
18,exact,20560919,0.03,fourier_oracle,bins=3,0.2400575424191842,0.21018460116959226,,
18,exact,20560919,0.03,rdp_oracle_budget,epsilon=1.4212883;knots=2,0.00018960096667836748,0.0014607533791776994,,
19,exact,20560920,0.03,hcrd_centered,none,1.7604990173898458,0.9985863332500223,0.1206896551724138,111
19,exact,20560920,0.03,hcrd_legacy,none,1.7604990173898458,0.9985863332500223,0.1206896551724138,111
19,exact,20560920,0.03,hcrd_robust,z=3.5,0.0006366111636541355,0.0018234276353145686,0.0,2
19,exact,20560920,0.03,hcrd_guided_fixed,sigma=2,0.07362699854314027,0.04377920641225609,0.8750000000000001,11
19,exact,20560920,0.03,hcrd_guided_oracle,sigma=2,0.07362699854314027,0.04377920641225609,0.8750000000000001,11
19,exact,20560920,0.03,affine_ls,degree=1,0.06576380618974649,0.03997817949570529,,
19,exact,20560920,0.03,moving_average_oracle,window=129,0.048738131667320835,0.029706037113158248,,
19,exact,20560920,0.03,gaussian_oracle,sigma=32,0.021216664553769762,0.014106862922983158,,
19,exact,20560920,0.03,fourier_oracle,bins=3,0.24014121184869566,0.13535492520617293,,
19,exact,20560920,0.03,rdp_oracle_budget,epsilon=1.2828011;knots=2,0.0006366111636541355,0.0018234276353145686,,
0,exact,21260901,0.1,hcrd_centered,none,7.625651556767256,1.000572441504322,0.11965811965811964,112
0,exact,21260901,0.1,hcrd_legacy,none,7.625651556767256,1.000572441504322,0.11965811965811964,112
0,exact,21260901,0.1,hcrd_robust,z=3.5,0.03585073700970453,0.012792627584935023,0.0,2
0,exact,21260901,0.1,hcrd_guided_fixed,sigma=2,3.2805753397520223,0.44779074816614045,0.25806451612903225,26
0,exact,21260901,0.1,hcrd_guided_oracle,sigma=4,0.5579321064301962,0.07845313993377274,0.75,11
0,exact,21260901,0.1,affine_ls,degree=1,0.3164313989342897,0.04761184186832602,,
0,exact,21260901,0.1,moving_average_oracle,window=129,0.2432824650783783,0.04003474967269869,,
0,exact,21260901,0.1,gaussian_oracle,sigma=64,0.014111292247189475,0.011026434919492357,,
0,exact,21260901,0.1,fourier_oracle,bins=3,0.240659224488589,0.043105222634002224,,
0,exact,21260901,0.1,rdp_oracle_budget,epsilon=1.6118811;knots=2,0.03585073700970453,0.012792627584935023,,
1,exact,21260902,0.1,hcrd_centered,none,4.7442614803511445,0.9812602123307226,0.11382113821138212,118
1,exact,21260902,0.1,hcrd_legacy,none,4.7442614803511445,0.9812602123307226,0.11382113821138212,118
1,exact,21260902,0.1,hcrd_robust,z=3.5,0.02739139041228059,0.020580070136481797,0.0,2
1,exact,21260902,0.1,hcrd_guided_fixed,sigma=2,2.572866774524499,0.5520574292597781,0.2777777777777778,31
1,exact,21260902,0.1,hcrd_guided_oracle,sigma=4,0.3964367937167103,0.09388414488566335,0.8750000000000001,11
1,exact,21260902,0.1,affine_ls,degree=1,0.19942715321908244,0.053924521716171375,,
1,exact,21260902,0.1,moving_average_oracle,window=129,0.27511313082297467,0.07162767765064115,,
1,exact,21260902,0.1,gaussian_oracle,sigma=32,0.26464072327842564,0.06712501514087024,,
1,exact,21260902,0.1,fourier_oracle,bins=3,0.24123795053740976,0.060221995633973124,,
1,exact,21260902,0.1,rdp_oracle_budget,epsilon=1.705151;knots=2,0.02739139041228059,0.020580070136481797,,
2,exact,21260903,0.1,hcrd_centered,none,0.44093137286287903,1.008343355699389,0.12280701754385964,109
2,exact,21260903,0.1,hcrd_legacy,none,0.44093137286287903,1.008343355699389,0.12280701754385964,109
2,exact,21260903,0.1,hcrd_robust,z=3.5,0.003052630644764168,0.024497279879618184,0.0,2
2,exact,21260903,0.1,hcrd_guided_fixed,sigma=2,0.3235908965550309,0.7581493160440221,0.2608695652173913,41
2,exact,21260903,0.1,hcrd_guided_oracle,sigma=4,0.025097997506331488,0.07676114146117735,0.8750000000000001,11
2,exact,21260903,0.1,affine_ls,degree=1,0.015968508070453406,0.05678203599946667,,
2,exact,21260903,0.1,moving_average_oracle,window=65,0.01777135070254778,0.05965154414241527,,
2,exact,21260903,0.1,gaussian_oracle,sigma=32,0.0011250957188547797,0.02171727825437984,,
2,exact,21260903,0.1,fourier_oracle,bins=3,0.24010464157550984,0.5627296539288341,,
2,exact,21260903,0.1,rdp_oracle_budget,epsilon=1.3219303;knots=2,0.003052630644764168,0.024497279879618184,,
3,exact,21260904,0.1,hcrd_centered,none,1.8600574241360393,0.9586577832949814,0.1206896551724138,111
3,exact,21260904,0.1,hcrd_legacy,none,1.8600574241360393,0.9586577832949814,0.1206896551724138,111
3,exact,21260904,0.1,hcrd_robust,z=3.5,0.0069853707712891865,0.013887854030414041,0.0,2
3,exact,21260904,0.1,hcrd_guided_fixed,sigma=2,1.0680260725615318,0.5632088810217123,0.32432432432432434,32
3,exact,21260904,0.1,hcrd_guided_oracle,sigma=4,0.14918223198110778,0.08918420884964562,0.75,11
3,exact,21260904,0.1,affine_ls,degree=1,0.07552575831329006,0.048523516324097654,,
3,exact,21260904,0.1,moving_average_oracle,window=129,0.13321549412763883,0.07844485166355629,,
3,exact,21260904,0.1,gaussian_oracle,sigma=32,0.12727270708773675,0.07725871523737371,,
3,exact,21260904,0.1,fourier_oracle,bins=3,0.24029360997648422,0.13780721842995794,,
3,exact,21260904,0.1,rdp_oracle_budget,epsilon=1.7429922;knots=2,0.0069853707712891865,0.013887854030414041,,
4,exact,21260905,0.1,hcrd_centered,none,0.8474224464521863,1.0380540943763927,0.12280701754385964,109
4,exact,21260905,0.1,hcrd_legacy,none,0.8474224464521863,1.0380540943763927,0.12280701754385964,109
4,exact,21260905,0.1,hcrd_robust,z=3.5,0.0030225004111958135,0.016762343251614735,0.0,2
4,exact,21260905,0.1,hcrd_guided_fixed,sigma=2,0.5889699993475247,0.7318018057543784,0.2553191489361702,42
4,exact,21260905,0.1,hcrd_guided_oracle,sigma=4,0.04632159899098838,0.0702788233204117,0.8750000000000001,11
4,exact,21260905,0.1,affine_ls,degree=1,0.03027663407618269,0.05194541782640952,,
4,exact,21260905,0.1,moving_average_oracle,window=129,0.025353786636527167,0.047543075188200716,,
4,exact,21260905,0.1,gaussian_oracle,sigma=32,0.004981699586978077,0.019924711181815602,,
4,exact,21260905,0.1,fourier_oracle,bins=3,0.24008088065697478,0.3102688385789042,,
4,exact,21260905,0.1,rdp_oracle_budget,epsilon=1.7587613;knots=2,0.0030225004111958135,0.016762343251614735,,
5,exact,21260906,0.1,hcrd_centered,none,20.517302226505997,0.9656167509424617,0.10084033613445377,114
5,exact,21260906,0.1,hcrd_legacy,none,20.517302226505997,0.9656167509424617,0.10084033613445377,114
5,exact,21260906,0.1,hcrd_robust,z=3.5,0.5904066844562542,0.04007137788918943,0.0,2
5,exact,21260906,0.1,hcrd_guided_fixed,sigma=2,8.92471734864448,0.43314398585387565,0.1875,27
5,exact,21260906,0.1,hcrd_guided_oracle,sigma=4,1.9584112848359607,0.10542536563474246,0.6250000000000001,11
5,exact,21260906,0.1,affine_ls,degree=1,0.884898583344824,0.05080626099134595,,
5,exact,21260906,0.1,moving_average_oracle,window=129,1.0052220278433968,0.058714080211757065,,
5,exact,21260906,0.1,gaussian_oracle,sigma=64,0.7434218525801598,0.044538645081508406,,
5,exact,21260906,0.1,fourier_oracle,bins=3,0.2420778490681894,0.021533221602644967,,
5,exact,21260906,0.1,rdp_oracle_budget,epsilon=1.8679095;knots=2,0.5904066844562542,0.04007137788918943,,
6,exact,21260907,0.1,hcrd_centered,none,0.4065773649103752,0.9402801680560794,0.10619469026548672,108
6,exact,21260907,0.1,hcrd_legacy,none,0.4065773649103752,0.9402801680560794,0.10619469026548672,108
6,exact,21260907,0.1,hcrd_robust,z=3.5,0.0016423319358684775,0.013172762848585371,0.0,2
6,exact,21260907,0.1,hcrd_guided_fixed,sigma=2,0.14834326663403397,0.34834474883675404,0.37037037037037035,22
6,exact,21260907,0.1,hcrd_guided_oracle,sigma=4,0.029559514551982222,0.07839985530514343,0.75,11
6,exact,21260907,0.1,affine_ls,degree=1,0.016593505015228546,0.0477843789155509,,
6,exact,21260907,0.1,moving_average_oracle,window=129,0.017621850913919657,0.04974866540259988,,
6,exact,21260907,0.1,gaussian_oracle,sigma=32,0.0013081959083597122,0.012088445129600875,,
6,exact,21260907,0.1,fourier_oracle,bins=3,0.24015591746824697,0.5624975314034464,,
6,exact,21260907,0.1,rdp_oracle_budget,epsilon=1.7596533;knots=2,0.0016423319358684775,0.013172762848585371,,
7,exact,21260908,0.1,hcrd_centered,none,2.0216527370236577,0.9932437146357359,0.1206896551724138,111
7,exact,21260908,0.1,hcrd_legacy,none,2.0216527370236577,0.9932437146357359,0.1206896551724138,111
7,exact,21260908,0.1,hcrd_robust,z=3.5,0.006722306619158416,0.012749785270131058,0.0,2
7,exact,21260908,0.1,hcrd_guided_fixed,sigma=2,0.9267115020804414,0.4783113151535742,0.24242424242424246,28
7,exact,21260908,0.1,hcrd_guided_oracle,sigma=4,0.15221350907347855,0.08459840426227382,0.75,11
7,exact,21260908,0.1,affine_ls,degree=1,0.0764720913928447,0.047468080732578445,,
7,exact,21260908,0.1,moving_average_oracle,window=129,0.1349137741440314,0.07368365626792232,,
7,exact,21260908,0.1,gaussian_oracle,sigma=32,0.1303788273781056,0.07429980323127751,,
7,exact,21260908,0.1,fourier_oracle,bins=3,0.24030422514517902,0.12571070918411234,,
7,exact,21260908,0.1,rdp_oracle_budget,epsilon=1.6975283;knots=2,0.006722306619158416,0.012749785270131058,,
8,exact,21260909,0.1,hcrd_centered,none,220.4160476677889,0.9697476962180868,0.1016949152542373,113
8,exact,21260909,0.1,hcrd_legacy,none,220.4160476677889,0.9697476962180868,0.1016949152542373,113
8,exact,21260909,0.1,hcrd_robust,z=3.5,19.27375586075137,0.10123788225883469,0.0,2
8,exact,21260909,0.1,hcrd_guided_fixed,sigma=2,145.00100242938012,0.6580739704881913,0.1951219512195122,36
8,exact,21260909,0.1,hcrd_guided_oracle,sigma=4,15.057926523032151,0.08255155556286886,0.75,11
8,exact,21260909,0.1,affine_ls,degree=1,8.320598444016163,0.05579662830525035,,
8,exact,21260909,0.1,moving_average_oracle,window=129,8.838942630728319,0.059323344987386034,,
8,exact,21260909,0.1,gaussian_oracle,sigma=64,4.255100165021888,0.03760374909513857,,
8,exact,21260909,0.1,fourier_oracle,bins=3,0.24941344017718986,0.01860674736345718,,
8,exact,21260909,0.1,rdp_oracle_budget,epsilon=1.6453167;knots=2,19.27375586075137,0.10123788225883469,,
9,exact,21260910,0.1,hcrd_centered,none,5.363434530990824,0.9618640766276543,0.12280701754385964,109
9,exact,21260910,0.1,hcrd_legacy,none,5.363434530990824,0.9618640766276543,0.12280701754385964,109
9,exact,21260910,0.1,hcrd_robust,z=3.5,0.035215657964723444,0.01481444310769632,0.0,2
9,exact,21260910,0.1,hcrd_guided_fixed,sigma=2,2.767312508628922,0.5065312094267695,0.3333333333333333,25
9,exact,21260910,0.1,hcrd_guided_oracle,sigma=4,0.4079077384318541,0.07836939326660339,0.8750000000000001,11
9,exact,21260910,0.1,affine_ls,degree=1,0.22315914949457782,0.04710868157862081,,
9,exact,21260910,0.1,moving_average_oracle,window=129,0.3035410895251457,0.06315409143774152,,
9,exact,21260910,0.1,gaussian_oracle,sigma=32,0.2934577411262477,0.05937312373886085,,
9,exact,21260910,0.1,fourier_oracle,bins=3,0.24029654943803908,0.049027331302449365,,
9,exact,21260910,0.1,rdp_oracle_budget,epsilon=1.9137152;knots=2,0.035215657964723444,0.01481444310769632,,
10,exact,21260911,0.1,hcrd_centered,none,1.3088416262182925,0.9773333646558859,0.11475409836065573,117
10,exact,21260911,0.1,hcrd_legacy,none,1.3088416262182925,0.9773333646558859,0.11475409836065573,117
10,exact,21260911,0.1,hcrd_robust,z=3.5,0.022331363875153887,0.031183011135572442,0.0,2
10,exact,21260911,0.1,hcrd_guided_fixed,sigma=2,0.8353390332142462,0.6365377620094755,0.30769230769230765,34
10,exact,21260911,0.1,hcrd_guided_oracle,sigma=4,0.084953709204987,0.07811754585532941,0.8750000000000001,11
10,exact,21260911,0.1,affine_ls,degree=1,0.054435272949529434,0.05459253459291117,,
10,exact,21260911,0.1,moving_average_oracle,window=129,0.03915602231573803,0.042310360536210415,,
10,exact,21260911,0.1,gaussian_oracle,sigma=32,0.015416078389272399,0.02615112891460454,,
10,exact,21260911,0.1,fourier_oracle,bins=3,0.2405466984616839,0.19345780909891558,,
10,exact,21260911,0.1,rdp_oracle_budget,epsilon=1.8473379;knots=2,0.022331363875153887,0.031183011135572442,,
11,exact,21260912,0.1,hcrd_centered,none,12.312459448662691,0.9344513435417388,0.11864406779661016,113
11,exact,21260912,0.1,hcrd_legacy,none,12.312459448662691,0.9344513435417388,0.11864406779661016,113
11,exact,21260912,0.1,hcrd_robust,z=3.5,0.09430500177495822,0.018091719876349,0.0,2
11,exact,21260912,0.1,hcrd_guided_fixed,sigma=2,5.831043744500952,0.4604689924569362,0.4,25
11,exact,21260912,0.1,hcrd_guided_oracle,sigma=4,0.9327208224600928,0.08091223783781344,0.8750000000000001,11
11,exact,21260912,0.1,affine_ls,degree=1,0.48870130414277835,0.049741048036039306,,
11,exact,21260912,0.1,moving_average_oracle,window=129,0.6062370093931713,0.060595671958190794,,
11,exact,21260912,0.1,gaussian_oracle,sigma=64,0.5050800151329661,0.051271028947464804,,
11,exact,21260912,0.1,fourier_oracle,bins=3,0.2425793103463817,0.027862665358056232,,
11,exact,21260912,0.1,rdp_oracle_budget,epsilon=1.6579328;knots=2,0.09430500177495822,0.018091719876349,,
12,exact,21260913,0.1,hcrd_centered,none,0.2121036308676432,1.0611651995977465,0.11965811965811964,112
12,exact,21260913,0.1,hcrd_legacy,none,0.2121036308676432,1.0611651995977465,0.11965811965811964,112
12,exact,21260913,0.1,hcrd_robust,z=3.5,0.0070608380790021606,0.05768341045690163,0.0,2
12,exact,21260913,0.1,hcrd_guided_fixed,sigma=2,0.15041738582674713,0.7733261735867456,0.2222222222222222,40
12,exact,21260913,0.1,hcrd_guided_oracle,sigma=4,0.01794486925754701,0.11152119810598958,0.5,11
12,exact,21260913,0.1,affine_ls,degree=1,0.008083052683596855,0.06437919334932127,,
12,exact,21260913,0.1,moving_average_oracle,window=65,0.03182706198277062,0.17502073352228595,,
12,exact,21260913,0.1,gaussian_oracle,sigma=32,0.03484343930409381,0.19091852279273117,,
12,exact,21260913,0.1,fourier_oracle,bins=55,0.21287799870710297,1.061269528184588,,
12,exact,21260913,0.1,rdp_oracle_budget,epsilon=1.2975193;knots=2,0.0070608380790021606,0.05768341045690163,,
13,exact,21260914,0.1,hcrd_centered,none,29.756956378697566,0.9845157744926711,0.12727272727272726,105
13,exact,21260914,0.1,hcrd_legacy,none,29.756956378697566,0.9845157744926711,0.12727272727272726,105
13,exact,21260914,0.1,hcrd_robust,z=3.5,0.5776336090165569,0.02425673734175637,0.0,2
13,exact,21260914,0.1,hcrd_guided_fixed,sigma=2,13.226369411655059,0.44303675543329757,0.25,27
13,exact,21260914,0.1,hcrd_guided_oracle,sigma=4,2.5661093269436965,0.08623031809097557,0.75,11
13,exact,21260914,0.1,affine_ls,degree=1,1.2989179054568496,0.04768961713147594,,
13,exact,21260914,0.1,moving_average_oracle,window=129,1.0852566595525925,0.0430947827236127,,
13,exact,21260914,0.1,gaussian_oracle,sigma=64,0.195416134392487,0.014312344792050454,,
