trial,suite,seed,noise_sigma,method,parameter,baseline_mse,baseline_nmse,detail_mse,detail_nmse,knot_f1,knots
40,exact,20260955,0.0,hcrd_guided_adaptive,sigma=1.23889;adaptive,0.01312425858130976,0.0027769558294835645,0.013124258581309767,0.002776955829483566,0.8750000000000001,11
40,exact,20260955,0.0,affine_ls,degree=1,0.0272295065829658,0.0057614787586714716,0.0272295065829658,0.0057614787586714716,,
40,exact,20260955,0.0,moving_average_oracle,window=65,0.11882558042482833,0.025142249842776628,0.11882558042482834,0.02514224984277663,,
40,exact,20260955,0.0,gaussian_oracle,sigma=32,0.14190404038988477,0.030025410559126272,0.14190404038988477,0.030025410559126272,,
40,exact,20260955,0.0,fourier_oracle,bins=55,0.7514160366460735,0.15899177316601668,0.7514160366460735,0.15899177316601668,,
40,exact,20260955,0.0,rdp_oracle_budget,epsilon=1.4175984;knots=2,5.007118099773445e-32,1.0594538129475735e-32,8.608082523419184e-32,1.8213802170986273e-32,,
41,exact,20260956,0.0,hcrd_centered,none,0.0,0.0,2.8057127283213272e-33,5.8324273882104873e-33,1.0,9
41,exact,20260956,0.0,hcrd_legacy,none,0.004590044887614573,0.009541640968944122,0.004590044887614574,0.009541640968944123,1.0,9
41,exact,20260956,0.0,hcrd_robust,z=3.5,8.393157734294569e-33,1.744743235789462e-32,1.146265541997944e-32,2.382820762021037e-32,0.0,2
41,exact,20260956,0.0,hcrd_guided_fixed,sigma=2,0.015383711274818029,0.031979175225559785,0.015383711274818029,0.031979175225559785,0.8750000000000001,11
41,exact,20260956,0.0,hcrd_guided_oracle,sigma=1,0.004374194912247215,0.009092938827998151,0.004374194912247215,0.009092938827998151,0.8750000000000001,11
41,exact,20260956,0.0,hcrd_guided_adaptive,sigma=1.6939;adaptive,0.015266623749060942,0.03173577735907471,0.015266623749060942,0.03173577735907471,0.8750000000000001,11
41,exact,20260956,0.0,affine_ls,degree=1,0.019268293586968802,0.04005432277735556,0.019268293586968802,0.04005432277735556,,
41,exact,20260956,0.0,moving_average_oracle,window=129,0.021748294252927902,0.04520967017301507,0.021748294252927902,0.04520967017301507,,
41,exact,20260956,0.0,gaussian_oracle,sigma=64,0.014341825463543834,0.02981333576533135,0.014341825463543834,0.02981333576533135,,
41,exact,20260956,0.0,fourier_oracle,bins=3,0.003587891201939534,0.007458395401952568,0.003587891201939534,0.007458395401952568,,
41,exact,20260956,0.0,rdp_oracle_budget,epsilon=1.0783452;knots=2,8.393157734294569e-33,1.744743235789462e-32,1.146265541997944e-32,2.382820762021037e-32,,
42,exact,20260957,0.0,hcrd_centered,none,0.0,0.0,1.0900313851781703e-31,8.905256649156123e-33,1.0,9
42,exact,20260957,0.0,hcrd_legacy,none,0.006475097431395724,0.0005289976530854232,0.006475097431395724,0.0005289976530854232,1.0,9
42,exact,20260957,0.0,hcrd_robust,z=3.5,2.6167467770463523e-31,2.1378101541214744e-32,3.756657499616902e-31,3.069085865963156e-32,0.0,2
42,exact,20260957,0.0,hcrd_guided_fixed,sigma=2,0.02088791429126623,0.0017064851540847818,0.020887914291266234,0.001706485154084782,0.8750000000000001,11
42,exact,20260957,0.0,hcrd_guided_oracle,sigma=4,0.005296283111614237,0.00043269176499726824,0.005296283111614238,0.00043269176499726835,1.0,9
42,exact,20260957,0.0,hcrd_guided_adaptive,sigma=1.13761;adaptive,0.0005454667426965859,4.45631327991379e-05,0.0005454667426965865,4.456313279913795e-05,1.0,9
42,exact,20260957,0.0,affine_ls,degree=1,0.027181450588645416,0.0022206497618293608,0.02718145058864542,0.002220649761829361,,
42,exact,20260957,0.0,moving_average_oracle,window=65,0.006552145583559595,0.0005352922752283476,0.006552145583559597,0.0005352922752283477,,
42,exact,20260957,0.0,gaussian_oracle,sigma=32,0.03582041699455891,0.0029264295593121885,0.035820416994558894,0.002926429559312187,,
42,exact,20260957,0.0,fourier_oracle,bins=55,0.8043378533989138,0.06571219062630793,0.8043378533989138,0.06571219062630793,,
42,exact,20260957,0.0,rdp_oracle_budget,epsilon=1.4398651;knots=2,2.6167467770463523e-31,2.1378101541214744e-32,3.756657499616902e-31,3.069085865963156e-32,,
43,exact,20260958,0.0,hcrd_centered,none,0.0,0.0,7.260081440164802e-33,5.1534486582361056e-33,1.0,9
43,exact,20260958,0.0,hcrd_legacy,none,0.005089520870369325,0.003612712159861677,0.005089520870369325,0.003612712159861677,1.0,9
43,exact,20260958,0.0,hcrd_robust,z=3.5,2.0226011361483073e-32,1.435709943082086e-32,2.952592988671482e-32,2.095849268522941e-32,0.0,2
43,exact,20260958,0.0,hcrd_guided_fixed,sigma=2,0.01728591155230428,0.012270118239002611,0.01728591155230428,0.012270118239002611,0.8750000000000001,11
43,exact,20260958,0.0,hcrd_guided_oracle,sigma=1,0.01019153503803477,0.007234292480048862,0.01019153503803477,0.007234292480048862,0.8750000000000001,11
43,exact,20260958,0.0,hcrd_guided_adaptive,sigma=1.3583;adaptive,0.010280428038598076,0.007297391705347518,0.010280428038598076,0.007297391705347518,0.8750000000000001,11
43,exact,20260958,0.0,affine_ls,degree=1,0.021365015974439964,0.015165603005160127,0.02136501597443996,0.015165603005160126,,
43,exact,20260958,0.0,moving_average_oracle,window=129,0.06683601816431667,0.047442441378856365,0.06683601816431667,0.047442441378856365,,
43,exact,20260958,0.0,gaussian_oracle,sigma=32,0.06102610237032558,0.04331836880477123,0.06102610237032558,0.04331836880477123,,
43,exact,20260958,0.0,fourier_oracle,bins=3,0.28098908700234965,0.19945545312758592,0.28098908700234965,0.19945545312758592,,
43,exact,20260958,0.0,rdp_oracle_budget,epsilon=1.0545311;knots=2,2.0226011361483073e-32,1.435709943082086e-32,2.952592988671482e-32,2.095849268522941e-32,,
44,exact,20260959,0.0,hcrd_centered,none,0.0,0.0,4.511921793450066e-32,8.954488896702687e-33,1.0,9
44,exact,20260959,0.0,hcrd_legacy,none,0.006925742023454734,0.0013745025487915512,0.0069257420234547324,0.0013745025487915507,1.0,9
44,exact,20260959,0.0,hcrd_robust,z=3.5,1.0867940243377997e-31,2.1568824703617637e-32,1.5797121878475849e-31,3.1351419403151185e-32,0.0,2
44,exact,20260959,0.0,hcrd_guided_fixed,sigma=2,0.02268061717152956,0.004501260082292546,0.02268061717152956,0.004501260082292546,0.8750000000000001,11
44,exact,20260959,0.0,hcrd_guided_oracle,sigma=1,0.0065289580786654375,0.0012957556734985547,0.006528958078665436,0.0012957556734985544,0.8750000000000001,11
44,exact,20260959,0.0,hcrd_guided_adaptive,sigma=1.21681;adaptive,0.013685308573882827,0.002716025438443586,0.013685308573882823,0.002716025438443585,0.8750000000000001,11
44,exact,20260959,0.0,affine_ls,degree=1,0.029073186402951427,0.005769947635504761,0.029073186402951423,0.00576994763550476,,
44,exact,20260959,0.0,moving_average_oracle,window=65,0.02220402774235891,0.004406674782565283,0.022204027742358908,0.004406674782565283,,
44,exact,20260959,0.0,gaussian_oracle,sigma=32,0.0036441952189967463,0.0007232373946129774,0.003644195218996747,0.0007232373946129777,,
44,exact,20260959,0.0,fourier_oracle,bins=55,0.7888275506760615,0.15655296938426735,0.7888275506760615,0.15655296938426735,,
44,exact,20260959,0.0,rdp_oracle_budget,epsilon=1.2210677;knots=2,1.0867940243377997e-31,2.1568824703617637e-32,1.5797121878475849e-31,3.1351419403151185e-32,,
45,exact,20260960,0.0,hcrd_centered,none,0.0,0.0,1.7373836509989758e-32,6.486679648941535e-33,1.0,9
45,exact,20260960,0.0,hcrd_legacy,none,0.0076593946682238226,0.0028597045614542887,0.007659394668223821,0.002859704561454288,1.0,9
45,exact,20260960,0.0,hcrd_robust,z=3.5,1.3632886205561322e-32,5.089961877740873e-33,3.3716513641194754e-32,1.258836657889827e-32,0.0,2
45,exact,20260960,0.0,hcrd_guided_fixed,sigma=2,0.02529727706618069,0.009444968140714157,0.02529727706618069,0.009444968140714157,0.8750000000000001,11
45,exact,20260960,0.0,hcrd_guided_oracle,sigma=1,0.007249156999276068,0.002706538602003564,0.007249156999276066,0.002706538602003563,0.8750000000000001,11
45,exact,20260960,0.0,hcrd_guided_adaptive,sigma=1.31177;adaptive,0.015206481024088774,0.005677477794513356,0.01520648102408877,0.005677477794513355,0.8750000000000001,11
45,exact,20260960,0.0,affine_ls,degree=1,0.03215294594700543,0.01200459438006305,0.03215294594700543,0.01200459438006305,,
45,exact,20260960,0.0,moving_average_oracle,window=129,0.029088393256901046,0.010860415801164888,0.029088393256901046,0.010860415801164888,,
45,exact,20260960,0.0,gaussian_oracle,sigma=32,0.0036283426324204386,0.0013546746741616765,0.003628342632420437,0.0013546746741616759,,
45,exact,20260960,0.0,fourier_oracle,bins=3,0.34014857581294466,0.12699755998472761,0.34014857581294466,0.12699755998472761,,
45,exact,20260960,0.0,rdp_oracle_budget,epsilon=1.4671291;knots=2,1.3632886205561322e-32,5.089961877740873e-33,3.3716513641194754e-32,1.258836657889827e-32,,
46,exact,20260961,0.0,hcrd_centered,none,0.0,0.0,1.9663969548918702e-33,3.222618087502236e-33,1.0,9
46,exact,20260961,0.0,hcrd_legacy,none,0.005825583511933519,0.0095472232852619,0.005825583511933519,0.0095472232852619,1.0,9
46,exact,20260961,0.0,hcrd_robust,z=3.5,9.206244889804355e-34,1.5087600306770188e-33,3.6510236144181374e-33,5.98345858319775e-33,0.0,2
46,exact,20260961,0.0,hcrd_guided_fixed,sigma=2,0.019529737873986257,0.032006196083814824,0.019529737873986257,0.032006196083814824,0.8750000000000001,11
46,exact,20260961,0.0,hcrd_guided_oracle,sigma=1,0.005552312645862407,0.009099374933179505,0.005552312645862407,0.009099374933179505,0.8750000000000001,11
46,exact,20260961,0.0,hcrd_guided_adaptive,sigma=1.69052;adaptive,0.01937876655652002,0.03175877762786655,0.01937876655652002,0.03175877762786655,0.8750000000000001,11
46,exact,20260961,0.0,affine_ls,degree=1,0.02445489230970796,0.040077756471870556,0.024454892309707963,0.04007775647187056,,
46,exact,20260961,0.0,moving_average_oracle,window=129,0.028176349389732125,0.046176644526042004,0.02817634938973212,0.046176644526042,,
46,exact,20260961,0.0,gaussian_oracle,sigma=64,0.019777480095113046,0.032412206966233564,0.019777480095113046,0.032412206966233564,,
46,exact,20260961,0.0,fourier_oracle,bins=3,0.0059940414540950865,0.009823299593274248,0.0059940414540950865,0.009823299593274248,,
46,exact,20260961,0.0,rdp_oracle_budget,epsilon=1.2362958;knots=2,9.206244889804355e-34,1.5087600306770188e-33,3.6510236144181374e-33,5.98345858319775e-33,,
47,exact,20260962,0.0,hcrd_centered,none,0.0,0.0,2.3353961395674637e-32,6.106309883941612e-33,1.0,9
47,exact,20260962,0.0,hcrd_legacy,none,0.010604831615357795,0.002772822435271699,0.010604831615357796,0.0027728224352716996,1.0,9
47,exact,20260962,0.0,hcrd_robust,z=3.5,5.112632082718863e-32,1.33678887665907e-32,8.277751815448018e-32,2.1643659022596282e-32,0.0,2
47,exact,20260962,0.0,hcrd_guided_fixed,sigma=2,0.03501415637950594,0.009155075901497953,0.035014156379505924,0.00915507590149795,0.8750000000000001,11
47,exact,20260962,0.0,hcrd_guided_oracle,sigma=1,0.010035332980036655,0.0026239168561780894,0.010035332980036653,0.002623916856178089,0.8750000000000001,11
47,exact,20260962,0.0,hcrd_guided_adaptive,sigma=1.30695;adaptive,0.021049254089369203,0.005503703038548273,0.021049254089369203,0.005503703038548273,0.8750000000000001,11
47,exact,20260962,0.0,affine_ls,degree=1,0.044517431530234006,0.011639876745326324,0.04451743153023399,0.011639876745326318,,
47,exact,20260962,0.0,moving_average_oracle,window=129,0.04118984851066384,0.010769820794741387,0.04118984851066384,0.010769820794741387,,
47,exact,20260962,0.0,gaussian_oracle,sigma=32,0.004693588734658907,0.001227222516815193,0.004693588734658907,0.001227222516815193,,
47,exact,20260962,0.0,fourier_oracle,bins=3,0.4952315996603782,0.12948713756144437,0.49523159966037833,0.1294871375614444,,
47,exact,20260962,0.0,rdp_oracle_budget,epsilon=1.7525692;knots=2,5.112632082718863e-32,1.33678887665907e-32,8.277751815448018e-32,2.1643659022596282e-32,,
48,exact,20260963,0.0,hcrd_centered,none,0.0,0.0,3.370976913944398e-32,6.803753135811102e-33,1.0,9
48,exact,20260963,0.0,hcrd_legacy,none,0.004850375369511277,0.0009789671502543433,0.004850375369511278,0.0009789671502543435,1.0,9
48,exact,20260963,0.0,hcrd_robust,z=3.5,5.058303247643683e-31,1.0209339150522242e-31,5.521671126121542e-31,1.1144569719200017e-31,0.0,2
48,exact,20260963,0.0,hcrd_guided_fixed,sigma=2,0.016769578109811056,0.003384658885644867,0.01676957810981106,0.0033846588856448674,0.8750000000000001,11
48,exact,20260963,0.0,hcrd_guided_oracle,sigma=1,0.009769303663997845,0.0019717705619301243,0.009769303663997845,0.0019717705619301243,0.8750000000000001,11
48,exact,20260963,0.0,hcrd_guided_adaptive,sigma=1.20828;adaptive,0.009828776589431806,0.001983774177298813,0.009828776589431806,0.001983774177298813,0.8750000000000001,11
48,exact,20260963,0.0,affine_ls,degree=1,0.020361120406235576,0.0041095516329257694,0.020361120406235576,0.0041095516329257694,,
48,exact,20260963,0.0,moving_average_oracle,window=65,0.10034800515730148,0.02025356661260837,0.10034800515730148,0.02025356661260837,,
48,exact,20260963,0.0,gaussian_oracle,sigma=16,0.1297388246542171,0.026185611993548526,0.12973882465421713,0.026185611993548533,,
48,exact,20260963,0.0,fourier_oracle,bins=55,0.5763032748688799,0.11631717788833316,0.5763032748688799,0.11631717788833316,,
48,exact,20260963,0.0,rdp_oracle_budget,epsilon=1.1554803;knots=2,5.058303247643683e-31,1.0209339150522242e-31,5.521671126121542e-31,1.1144569719200017e-31,,
49,exact,20260964,0.0,hcrd_centered,none,0.0,0.0,9.448297563748744e-33,1.250129221525496e-32,1.0,9
49,exact,20260964,0.0,hcrd_legacy,none,0.006663072871476056,0.008816087814322698,0.006663072871476055,0.008816087814322696,1.0,9
49,exact,20260964,0.0,hcrd_robust,z=3.5,2.954391522471688e-32,3.909033504871602e-32,4.129433605272928e-32,5.463762739763716e-32,0.0,2
49,exact,20260964,0.0,hcrd_guided_fixed,sigma=2,0.02240154893580229,0.029640081446554816,0.022401548935802287,0.029640081446554813,0.8750000000000001,11
49,exact,20260964,0.0,hcrd_guided_oracle,sigma=1,0.006359143326068137,0.008413950600252306,0.006359143326068137,0.008413950600252306,0.8750000000000001,11
49,exact,20260964,0.0,hcrd_guided_adaptive,sigma=1.58646;adaptive,0.002630098621578702,0.003479952996976651,0.002630098621578702,0.003479952996976651,1.0,9
49,exact,20260964,0.0,affine_ls,degree=1,0.027970542210904146,0.03700856363153117,0.027970542210904146,0.03700856363153117,,
49,exact,20260964,0.0,moving_average_oracle,window=129,0.040675229283739324,0.053818470869239785,0.040675229283739324,0.053818470869239785,,
49,exact,20260964,0.0,gaussian_oracle,sigma=32,0.03932818490655579,0.05203616085280906,0.039328184906555784,0.052036160852809044,,
49,exact,20260964,0.0,fourier_oracle,bins=3,0.039943899834772596,0.052850829547036654,0.039943899834772596,0.052850829547036654,,
49,exact,20260964,0.0,rdp_oracle_budget,epsilon=1.2415286;knots=2,2.954391522471688e-32,3.909033504871602e-32,4.129433605272928e-32,5.463762739763716e-32,,
50,exact,20260965,0.0,hcrd_centered,none,0.0,0.0,8.435123522966042e-33,5.09650875257242e-33,1.0,9
50,exact,20260965,0.0,hcrd_legacy,none,0.010506291226324755,0.006347910027191963,0.010506291226324757,0.006347910027191964,1.0,9
50,exact,20260965,0.0,hcrd_robust,z=3.5,1.457711645066946e-32,8.807506063880482e-33,2.3914504430072167e-32,1.4449163762623583e-32,0.0,2
50,exact,20260965,0.0,hcrd_guided_fixed,sigma=2,0.03547402536789712,0.02143343607052375,0.03547402536789712,0.02143343607052375,0.8750000000000001,11
50,exact,20260965,0.0,hcrd_guided_oracle,sigma=1,0.020998181321570095,0.012687118878829905,0.020998181321570095,0.012687118878829905,0.8750000000000001,11
50,exact,20260965,0.0,hcrd_guided_adaptive,sigma=1.46383;adaptive,0.021255810896673093,0.01284277888556947,0.021255810896673097,0.012842778885569471,0.8750000000000001,11
50,exact,20260965,0.0,affine_ls,degree=1,0.044103774323703014,0.026647537673899227,0.04410377432370301,0.026647537673899224,,
50,exact,20260965,0.0,moving_average_oracle,window=129,0.09025551466724449,0.05453245814565077,0.09025551466724449,0.05453245814565077,,
50,exact,20260965,0.0,gaussian_oracle,sigma=32,0.08634218458242623,0.05216802080520407,0.08634218458242623,0.05216802080520407,,
50,exact,20260965,0.0,fourier_oracle,bins=3,0.21882120664222163,0.13221195775783903,0.2188212066422216,0.132211957757839,,
50,exact,20260965,0.0,rdp_oracle_budget,epsilon=1.5223066;knots=2,1.457711645066946e-32,8.807506063880482e-33,2.3914504430072167e-32,1.4449163762623583e-32,,
51,exact,20260966,0.0,hcrd_centered,none,0.0,0.0,6.192951385375921e-33,8.061433273744253e-33,1.0,9
51,exact,20260966,0.0,hcrd_legacy,none,0.004882922545282063,0.0063561542518492395,0.004882922545282063,0.0063561542518492395,1.0,9
51,exact,20260966,0.0,hcrd_robust,z=3.5,1.2182068940061832e-32,1.5857533796949005e-32,1.893856091616896e-32,2.46525340868907e-32,0.0,2
51,exact,20260966,0.0,hcrd_guided_fixed,sigma=2,0.016255157203715738,0.021159517812688808,0.016255157203715745,0.021159517812688818,0.8750000000000001,11
51,exact,20260966,0.0,hcrd_guided_oracle,sigma=1,0.004638521494244751,0.006038014702163325,0.0046385214942447515,0.006038014702163326,0.8750000000000001,11
51,exact,20260966,0.0,hcrd_guided_adaptive,sigma=1.51359;adaptive,0.0014870349856985026,0.0019356898782120911,0.001487034985698503,0.0019356898782120916,1.0,9
51,exact,20260966,0.0,affine_ls,degree=1,0.0204977483812407,0.02668214564505915,0.020497748381240702,0.026682145645059153,,
51,exact,20260966,0.0,moving_average_oracle,window=129,0.015387186319174077,0.02002967051793879,0.015387186319174073,0.02002967051793878,,
51,exact,20260966,0.0,gaussian_oracle,sigma=64,0.0012369874080598274,0.0016102001824338306,0.0012369874080598272,0.0016102001824338304,,
51,exact,20260966,0.0,fourier_oracle,bins=3,0.03174085882451482,0.0413174267877174,0.03174085882451482,0.0413174267877174,,
51,exact,20260966,0.0,rdp_oracle_budget,epsilon=1.1959262;knots=2,1.2182068940061832e-32,1.5857533796949005e-32,1.893856091616896e-32,2.46525340868907e-32,,
52,exact,20260967,0.0,hcrd_centered,none,0.0,0.0,5.3596307246138176e-33,8.818817665417261e-33,1.0,9
52,exact,20260967,0.0,hcrd_legacy,none,0.00448296668228267,0.007376341356808688,0.00448296668228267,0.007376341356808688,1.0,9
52,exact,20260967,0.0,hcrd_robust,z=3.5,1.1894303532028875e-32,1.9571067391709e-32,1.6174813976519105e-32,2.6614284184894597e-32,0.0,2
52,exact,20260967,0.0,hcrd_guided_fixed,sigma=2,0.014947985011458687,0.024595641202676835,0.014947985011458687,0.024595641202676835,0.8750000000000001,11
52,exact,20260967,0.0,hcrd_guided_oracle,sigma=1,0.004261838625713339,0.007012493899438663,0.004261838625713339,0.007012493899438663,0.8750000000000001,11
52,exact,20260967,0.0,hcrd_guided_adaptive,sigma=1.58981;adaptive,0.0015510410953503502,0.002552106537610273,0.0015510410953503506,0.0025521065376102733,1.0,9
52,exact,20260967,0.0,affine_ls,degree=1,0.018818795957290264,0.030964732228262303,0.01881879595729026,0.030964732228262296,,
52,exact,20260967,0.0,moving_average_oracle,window=129,0.015056739317680633,0.024774587187238,0.015056739317680635,0.024774587187238004,,
52,exact,20260967,0.0,gaussian_oracle,sigma=64,0.0008951172371053468,0.001472839475106358,0.0008951172371053468,0.001472839475106358,,
52,exact,20260967,0.0,fourier_oracle,bins=3,0.013221172116707149,0.021754317081003796,0.013221172116707149,0.021754317081003796,,
52,exact,20260967,0.0,rdp_oracle_budget,epsilon=1.0126716;knots=2,1.1894303532028875e-32,1.9571067391709e-32,1.6174813976519105e-32,2.6614284184894597e-32,,
53,exact,20260968,0.0,hcrd_centered,none,0.0,0.0,9.292424634397558e-33,4.036955893687332e-33,1.0,9
53,exact,20260968,0.0,hcrd_legacy,none,0.005470138418813881,0.0023764204067228205,0.005470138418813882,0.002376420406722821,1.0,9
53,exact,20260968,0.0,hcrd_robust,z=3.5,5.979600313326486e-32,2.5977485614918814e-32,6.731012747270876e-32,2.924188535249969e-32,0.0,2
53,exact,20260968,0.0,hcrd_guided_fixed,sigma=2,0.018667174933158767,0.008109676949754818,0.018667174933158767,0.008109676949754818,0.8750000000000001,11
53,exact,20260968,0.0,hcrd_guided_oracle,sigma=1,0.010970684835334863,0.004766051116503092,0.010970684835334865,0.004766051116503092,0.8750000000000001,11
53,exact,20260968,0.0,hcrd_guided_adaptive,sigma=1.30024;adaptive,0.011051698280929589,0.004801246204925001,0.011051698280929589,0.004801246204925001,0.8750000000000001,11
53,exact,20260968,0.0,affine_ls,degree=1,0.022962789165628467,0.009975842764926909,0.022962789165628467,0.009975842764926909,,
53,exact,20260968,0.0,moving_average_oracle,window=65,0.08388597168954065,0.03644301472795691,0.08388597168954065,0.03644301472795691,,
53,exact,20260968,0.0,gaussian_oracle,sigma=32,0.0848851113796104,0.03687707612948966,0.0848851113796104,0.03687707612948966,,
53,exact,20260968,0.0,fourier_oracle,bins=3,0.516142704924433,0.22423053364516177,0.516142704924433,0.22423053364516177,,
53,exact,20260968,0.0,rdp_oracle_budget,epsilon=1.2757622;knots=2,5.979600313326486e-32,2.5977485614918814e-32,6.731012747270876e-32,2.924188535249969e-32,,
54,exact,20260969,0.0,hcrd_centered,none,0.0,0.0,5.5874450059732414e-33,4.691191803526478e-33,1.0,9
54,exact,20260969,0.0,hcrd_legacy,none,0.008438250696382226,0.00708471447336863,0.008438250696382227,0.0070847144733686305,1.0,9
54,exact,20260969,0.0,hcrd_robust,z=3.5,2.911226711266745e-32,2.4442518667301047e-32,3.4795633921318343e-32,2.9214245952433134e-32,0.0,2
54,exact,20260969,0.0,hcrd_guided_fixed,sigma=2,0.028123485538125725,0.023612342439524436,0.028123485538125728,0.02361234243952444,0.8750000000000001,11
54,exact,20260969,0.0,hcrd_guided_oracle,sigma=1,0.008020282452912662,0.0067337903576408465,0.008020282452912664,0.006733790357640848,0.8750000000000001,11
54,exact,20260969,0.0,hcrd_guided_adaptive,sigma=1.56502;adaptive,0.0028060363327806798,0.00235593453370291,0.00280603633278068,0.0023559345337029105,1.0,9
54,exact,20260969,0.0,affine_ls,degree=1,0.035422462254575945,0.0297405279894022,0.035422462254575945,0.0297405279894022,,
54,exact,20260969,0.0,moving_average_oracle,window=129,0.02774754728946879,0.02329670650416469,0.027747547289468787,0.023296706504164686,,
54,exact,20260969,0.0,gaussian_oracle,sigma=64,0.0014011576908951385,0.0011764052206238106,0.0014011576908951385,0.0011764052206238106,,
54,exact,20260969,0.0,fourier_oracle,bins=3,0.03219092131236685,0.027027341843561835,0.03219092131236685,0.027027341843561835,,
54,exact,20260969,0.0,rdp_oracle_budget,epsilon=1.4408711;knots=2,2.911226711266745e-32,2.4442518667301047e-32,3.4795633921318343e-32,2.9214245952433134e-32,,
55,exact,20260970,0.0,hcrd_centered,none,0.0,0.0,5.6114254566426544e-33,4.946178066692604e-33,1.0,9
55,exact,20260970,0.0,hcrd_legacy,none,0.008701623539284503,0.007670026061502028,0.008701623539284503,0.007670026061502028,1.0,9
55,exact,20260970,0.0,hcrd_robust,z=3.5,6.417768110401669e-33,5.656926944865848e-33,1.0947075730587058e-32,9.649274732671684e-33,0.0,2
55,exact,20260970,0.0,hcrd_guided_fixed,sigma=2,0.029316421119639773,0.02584089199015091,0.029316421119639773,0.02584089199015091,0.8750000000000001,11
55,exact,20260970,0.0,hcrd_guided_oracle,sigma=1,0.008312932759662668,0.007327415467501297,0.008312932759662668,0.007327415467501297,0.8750000000000001,11
55,exact,20260970,0.0,hcrd_guided_adaptive,sigma=1.52077;adaptive,0.0032560376176386033,0.002870026871625908,0.0032560376176386037,0.0028700268716259085,1.0,9
55,exact,20260970,0.0,affine_ls,degree=1,0.03652806043152825,0.03219757488025964,0.036528060431528245,0.032197574880259636,,
55,exact,20260970,0.0,moving_average_oracle,window=129,0.06291960052453038,0.05546033721451094,0.0629196005245304,0.055460337214510956,,
55,exact,20260970,0.0,gaussian_oracle,sigma=32,0.06080114215090097,0.053593026951938856,0.06080114215090096,0.05359302695193885,,
55,exact,20260970,0.0,fourier_oracle,bins=3,0.10567062513227757,0.09314312955975383,0.10567062513227758,0.09314312955975385,,
55,exact,20260970,0.0,rdp_oracle_budget,epsilon=1.5850054;knots=2,6.417768110401669e-33,5.656926944865848e-33,1.0947075730587058e-32,9.649274732671684e-33,,
56,exact,20260971,0.0,hcrd_centered,none,0.0,0.0,2.3255042036663308e-32,7.889042021625554e-33,1.0,9
56,exact,20260971,0.0,hcrd_legacy,none,0.00925064135599376,0.0031381881946016526,0.009250641355993761,0.003138188194601653,1.0,9
56,exact,20260971,0.0,hcrd_robust,z=3.5,7.726501205684886e-32,2.621138787695544e-32,1.0898515317981498e-31,3.697213068087934e-32,0.0,2
56,exact,20260971,0.0,hcrd_guided_fixed,sigma=2,0.03146680821113063,0.010674802129906626,0.03146680821113063,0.010674802129906626,0.8750000000000001,11
56,exact,20260971,0.0,hcrd_guided_oracle,sigma=1,0.01853323395620617,0.006287215531436923,0.01853323395620617,0.006287215531436923,0.8750000000000001,11
56,exact,20260971,0.0,hcrd_guided_adaptive,sigma=1.3393;adaptive,0.018686606884683106,0.006339245773989343,0.018686606884683106,0.006339245773989343,0.8750000000000001,11
56,exact,20260971,0.0,affine_ls,degree=1,0.03883275172232056,0.01317362530111751,0.03883275172232058,0.013173625301117516,,
56,exact,20260971,0.0,moving_average_oracle,window=65,0.13056557397228774,0.04429307407920859,0.13056557397228777,0.0442930740792086,,
56,exact,20260971,0.0,gaussian_oracle,sigma=32,0.1210129991244388,0.04105245794656123,0.1210129991244388,0.04105245794656123,,
56,exact,20260971,0.0,fourier_oracle,bins=3,0.6173797471080616,0.20943994685355952,0.6173797471080616,0.20943994685355952,,
56,exact,20260971,0.0,rdp_oracle_budget,epsilon=1.4985201;knots=2,7.726501205684886e-32,2.621138787695544e-32,1.0898515317981498e-31,3.697213068087934e-32,,
57,exact,20260972,0.0,hcrd_centered,none,0.0,0.0,3.707377673491258e-32,7.797704178987048e-33,1.0,9
57,exact,20260972,0.0,hcrd_legacy,none,0.00886743268946732,0.0018650815489869113,0.00886743268946732,0.0018650815489869113,1.0,9
57,exact,20260972,0.0,hcrd_robust,z=3.5,9.050222082636486e-32,1.9035275272637202e-32,1.3131694786570587e-31,2.761981117990496e-32,0.0,2
57,exact,20260972,0.0,hcrd_guided_fixed,sigma=2,0.03035414210405322,0.006384367646888474,0.03035414210405322,0.006384367646888474,0.8750000000000001,11
57,exact,20260972,0.0,hcrd_guided_oracle,sigma=1,0.01780206973960122,0.003744298148949691,0.01780206973960122,0.003744298148949691,0.8750000000000001,11
57,exact,20260972,0.0,hcrd_guided_adaptive,sigma=1.27184;adaptive,0.017924680965060485,0.0037700868910028867,0.017924680965060485,0.0037700868910028867,0.8750000000000001,11
57,exact,20260972,0.0,affine_ls,degree=1,0.03722410142096379,0.00782932187580299,0.03722410142096377,0.007829321875802988,,
57,exact,20260972,0.0,moving_average_oracle,window=65,0.14669051030701938,0.03085332291386484,0.14669051030701938,0.03085332291386484,,
57,exact,20260972,0.0,gaussian_oracle,sigma=32,0.15985390307128797,0.03362197104759879,0.15985390307128797,0.03362197104759879,,
57,exact,20260972,0.0,fourier_oracle,bins=55,1.0096475234559956,0.2123585295679562,1.0096475234559956,0.2123585295679562,,
57,exact,20260972,0.0,rdp_oracle_budget,epsilon=1.3994958;knots=2,9.050222082636486e-32,1.9035275272637202e-32,1.3131694786570587e-31,2.761981117990496e-32,,
