trial,seed,noise_sigma,method,parameter,baseline_nmse,detail_nmse,knot_f1,knots
17,20560841,0.03,gaussian_oracle,sigma=64,0.27656562685174124,0.10677431411747444,,
17,20560841,0.03,fourier_oracle,bins=3,0.05737942665566483,0.02361579668502202,,
17,20560841,0.03,rdp_oracle_budget,epsilon=1.9171691;knots=2,1.259208256563748,0.48639510663279056,,
18,20560842,0.03,hcrd_centered,none,15.996399906730456,0.9899351208550875,0.12727272727272726,105
18,20560842,0.03,hcrd_legacy,none,15.996399906730456,0.9899351208550875,0.12727272727272726,105
18,20560842,0.03,hcrd_robust,z=3.5,4.878638808476431,0.3023680167547063,0.0,2
18,20560842,0.03,affine_ls,degree=1,2.372636006992748,0.1467781023286972,,
18,20560842,0.03,moving_average_oracle,window=129,1.373964361387947,0.08507281911102252,,
18,20560842,0.03,gaussian_oracle,sigma=64,1.326770468794438,0.08218841488642298,,
18,20560842,0.03,fourier_oracle,bins=2,0.48043389903673045,0.03025280997725236,,
18,20560842,0.03,rdp_oracle_budget,epsilon=2.2650463;knots=2,4.878638808476431,0.3023680167547063,,
19,20560843,0.03,hcrd_centered,none,2.4384523801625013,1.0055546113629137,0.11764705882352941,114
19,20560843,0.03,hcrd_legacy,none,2.4384523801625013,1.0055546113629137,0.11764705882352941,114
19,20560843,0.03,hcrd_robust,z=3.5,1.3591621158069247,0.5666429550941003,0.0,2
19,20560843,0.03,affine_ls,degree=1,0.3539015401999897,0.14889774038981862,,
19,20560843,0.03,moving_average_oracle,window=129,0.22841244705506328,0.0960151431767176,,
19,20560843,0.03,gaussian_oracle,sigma=32,0.18591380044398068,0.07823394098637873,,
19,20560843,0.03,fourier_oracle,bins=3,0.11973556058971888,0.04956701534298333,,
19,20560843,0.03,rdp_oracle_budget,epsilon=2.5823428;knots=2,1.3591621158069247,0.5666429550941003,,
0,21260824,0.1,hcrd_centered,none,1.9954292952538275,1.0198062362621336,0.1238938053097345,108
0,21260824,0.1,hcrd_legacy,none,1.9954292952538275,1.0198062362621336,0.1238938053097345,108
0,21260824,0.1,hcrd_robust,z=3.5,0.33840661154276863,0.18024756031412356,0.0,2
0,21260824,0.1,affine_ls,degree=1,0.16390043605320515,0.09470371558269253,,
0,21260824,0.1,moving_average_oracle,window=65,0.14070230492940086,0.08617590819785831,,
0,21260824,0.1,gaussian_oracle,sigma=32,0.1135613920932348,0.07091339015480519,,
0,21260824,0.1,fourier_oracle,bins=3,0.13697327356184905,0.08895279314936595,,
0,21260824,0.1,rdp_oracle_budget,epsilon=1.7932643;knots=2,0.33840661154276863,0.18024756031412356,,
1,21260825,0.1,hcrd_centered,none,12.377339350636495,0.9725060257638807,0.11764705882352941,114
1,21260825,0.1,hcrd_legacy,none,12.377339350636495,0.9725060257638807,0.11764705882352941,114
1,21260825,0.1,hcrd_robust,z=3.5,4.042667080114242,0.31953626406224495,0.0,2
1,21260825,0.1,affine_ls,degree=1,1.6820764967600732,0.1396812717173564,,
1,21260825,0.1,moving_average_oracle,window=129,0.9903575667548881,0.08616828851378222,,
1,21260825,0.1,gaussian_oracle,sigma=64,0.7948936900997373,0.07106317344215181,,
1,21260825,0.1,fourier_oracle,bins=2,0.7801296520487498,0.07094727634898738,,
1,21260825,0.1,rdp_oracle_budget,epsilon=2.6847787;knots=2,4.042667080114242,0.31953626406224495,,
2,21260826,0.1,hcrd_centered,none,4.005424393922767,0.919115526693712,0.12280701754385964,109
2,21260826,0.1,hcrd_legacy,none,4.005424393922767,0.919115526693712,0.12280701754385964,109
2,21260826,0.1,hcrd_robust,z=3.5,1.343328425522698,0.3291440749653714,0.0,2
2,21260826,0.1,affine_ls,degree=1,0.6537101929069694,0.1713459503322516,,
2,21260826,0.1,moving_average_oracle,window=65,0.3837590912891441,0.10079397697499366,,
2,21260826,0.1,gaussian_oracle,sigma=32,0.2420373707465493,0.07055977070328584,,
2,21260826,0.1,fourier_oracle,bins=3,0.6251219802985232,0.15466946545638663,,
2,21260826,0.1,rdp_oracle_budget,epsilon=1.9423378;knots=2,1.343328425522698,0.3291440749653714,,
3,21260827,0.1,hcrd_centered,none,12.92440282466301,0.9775505141999756,0.11965811965811964,112
3,21260827,0.1,hcrd_legacy,none,12.92440282466301,0.9775505141999756,0.11965811965811964,112
3,21260827,0.1,hcrd_robust,z=3.5,3.4049469571879256,0.26671794530243514,0.0,2
3,21260827,0.1,affine_ls,degree=1,1.715424153972157,0.1395387120972721,,
3,21260827,0.1,moving_average_oracle,window=129,1.2100075343470649,0.10442048065742347,,
3,21260827,0.1,gaussian_oracle,sigma=64,1.0995619692838408,0.09425506345137125,,
3,21260827,0.1,fourier_oracle,bins=3,0.6194672566419201,0.060761747358706014,,
3,21260827,0.1,rdp_oracle_budget,epsilon=2.0560445;knots=2,3.4049469571879256,0.26671794530243514,,
4,21260828,0.1,hcrd_centered,none,12.067619954844277,0.9750787989436859,0.11864406779661016,113
4,21260828,0.1,hcrd_legacy,none,12.067619954844277,0.9750787989436859,0.11864406779661016,113
4,21260828,0.1,hcrd_robust,z=3.5,0.8967355720815423,0.08659168974935937,0.0,2
4,21260828,0.1,affine_ls,degree=1,0.9997514626190515,0.09348580973800866,,
4,21260828,0.1,moving_average_oracle,window=129,0.4977318489062527,0.050649115184578535,,
4,21260828,0.1,gaussian_oracle,sigma=64,0.36372668232988337,0.040620472291114165,,
4,21260828,0.1,fourier_oracle,bins=3,0.32311100432608364,0.03269115555719513,,
4,21260828,0.1,rdp_oracle_budget,epsilon=2.3243357;knots=2,0.8967355720815423,0.08659168974935937,,
5,21260829,0.1,hcrd_centered,none,4.670832254253121,1.0097363679169546,0.11864406779661016,113
5,21260829,0.1,hcrd_legacy,none,4.670832254253121,1.0097363679169546,0.11864406779661016,113
5,21260829,0.1,hcrd_robust,z=3.5,1.4089182773880247,0.31396299426144386,0.0,2
5,21260829,0.1,affine_ls,degree=1,0.5798894554044977,0.13601541748664803,,
5,21260829,0.1,moving_average_oracle,window=65,0.35561298012279813,0.07953205310639902,,
5,21260829,0.1,gaussian_oracle,sigma=32,0.1806016627502685,0.04754900065762575,,
5,21260829,0.1,fourier_oracle,bins=3,0.5243141584665504,0.1330886619426026,,
5,21260829,0.1,rdp_oracle_budget,epsilon=2.4291005;knots=2,1.4089182773880247,0.31396299426144386,,
6,21260830,0.1,hcrd_centered,none,5.429898315346175,0.9955735846616423,0.11666666666666665,115
6,21260830,0.1,hcrd_legacy,none,5.429898315346175,0.9955735846616423,0.11666666666666665,115
6,21260830,0.1,hcrd_robust,z=3.5,0.45856245205846247,0.09763519777433285,0.0,2
6,21260830,0.1,affine_ls,degree=1,0.6082020576894034,0.12690986495774295,,
6,21260830,0.1,moving_average_oracle,window=129,0.640565509616388,0.13523782394812642,,
6,21260830,0.1,gaussian_oracle,sigma=32,0.5846233839280773,0.123147973996517,,
6,21260830,0.1,fourier_oracle,bins=3,0.30655892807965957,0.06862554288661285,,
6,21260830,0.1,rdp_oracle_budget,epsilon=2.2650034;knots=2,0.45856245205846247,0.09763519777433285,,
7,21260831,0.1,hcrd_centered,none,2.665649161486841,0.985778445540895,0.1238938053097345,108
7,21260831,0.1,hcrd_legacy,none,2.665649161486841,0.985778445540895,0.1238938053097345,108
7,21260831,0.1,hcrd_robust,z=3.5,2.5840676967090763,0.942489947462587,0.0,2
7,21260831,0.1,affine_ls,degree=1,0.7370366285765225,0.27882863252572254,,
7,21260831,0.1,moving_average_oracle,window=129,0.4015285848695288,0.16077352265504266,,
7,21260831,0.1,gaussian_oracle,sigma=32,0.32726152641228584,0.13587630290909755,,
7,21260831,0.1,fourier_oracle,bins=3,0.10735719750532823,0.05730229989161584,,
7,21260831,0.1,rdp_oracle_budget,epsilon=1.7807607;knots=7,1.3828679870009288,0.5271530627948706,,
8,21260832,0.1,hcrd_centered,none,3.9718417586471233,1.0193950123239666,0.12280701754385964,109
8,21260832,0.1,hcrd_legacy,none,3.9718417586471233,1.0193950123239666,0.12280701754385964,109
8,21260832,0.1,hcrd_robust,z=3.5,2.5560412653365794,0.6729423447629433,0.0,2
8,21260832,0.1,affine_ls,degree=1,0.4643910725799968,0.13852650682395506,,
8,21260832,0.1,moving_average_oracle,window=129,0.22857631891490268,0.0758109456120738,,
8,21260832,0.1,gaussian_oracle,sigma=32,0.20081955522149805,0.0651681658722139,,
8,21260832,0.1,fourier_oracle,bins=2,0.25085957828807065,0.07538309462269002,,
8,21260832,0.1,rdp_oracle_budget,epsilon=2.5191698;knots=2,2.5560412653365794,0.6729423447629433,,
9,21260833,0.1,hcrd_centered,none,4.110298745613458,0.9958789805332242,0.1217391304347826,110
9,21260833,0.1,hcrd_legacy,none,4.110298745613458,0.9958789805332242,0.1217391304347826,110
9,21260833,0.1,hcrd_robust,z=3.5,2.4230944447443306,0.5966530388629513,0.0,2
9,21260833,0.1,affine_ls,degree=1,1.103319898457407,0.2858529706896481,,
9,21260833,0.1,moving_average_oracle,window=65,0.32349638847808526,0.09306535156079411,,
9,21260833,0.1,gaussian_oracle,sigma=32,0.26263861964568064,0.07882880671390402,,
9,21260833,0.1,fourier_oracle,bins=3,0.09075010309180866,0.03206380791808208,,
9,21260833,0.1,rdp_oracle_budget,epsilon=3.4227672;knots=2,2.4230944447443306,0.5966530388629513,,
10,21260834,0.1,hcrd_centered,none,2.7339472732083054,0.9946187247942216,0.10714285714285714,107
10,21260834,0.1,hcrd_legacy,none,2.7339472732083054,0.9946187247942216,0.10714285714285714,107
10,21260834,0.1,hcrd_robust,z=3.5,1.0544505019720143,0.39711720724681326,0.0,2
10,21260834,0.1,affine_ls,degree=1,0.4095713259816547,0.15656450303178698,,
10,21260834,0.1,moving_average_oracle,window=129,0.3226203282430643,0.12156231815036012,,
10,21260834,0.1,gaussian_oracle,sigma=32,0.3231906888129748,0.12292622144835515,,
10,21260834,0.1,fourier_oracle,bins=3,0.2878493586044313,0.11139122280159885,,
10,21260834,0.1,rdp_oracle_budget,epsilon=3.0891601;knots=2,1.0544505019720143,0.39711720724681326,,
11,21260835,0.1,hcrd_centered,none,6.6696870642262605,0.9531500008351638,0.10526315789473684,109
11,21260835,0.1,hcrd_legacy,none,6.6696870642262605,0.9531500008351638,0.10526315789473684,109
11,21260835,0.1,hcrd_robust,z=3.5,0.7472896796826837,0.11408484669855276,0.0,2
11,21260835,0.1,affine_ls,degree=1,0.27319918806044735,0.0501416024397143,,
11,21260835,0.1,moving_average_oracle,window=129,0.10106368153628172,0.024946589245832086,,
11,21260835,0.1,gaussian_oracle,sigma=64,0.1489495184285326,0.0320965019322235,,
11,21260835,0.1,fourier_oracle,bins=3,0.22651807037267893,0.039416331576883415,,
11,21260835,0.1,rdp_oracle_budget,epsilon=2.2588803;knots=2,0.7472896796826837,0.11408484669855276,,
12,21260836,0.1,hcrd_centered,none,2.868143640670372,1.0001222793282416,0.1217391304347826,110
12,21260836,0.1,hcrd_legacy,none,2.868143640670372,1.0001222793282416,0.1217391304347826,110
12,21260836,0.1,hcrd_robust,z=3.5,0.5006491072720876,0.1779224641735405,0.0,2
12,21260836,0.1,affine_ls,degree=1,0.1739128192037204,0.06783930648173449,,
12,21260836,0.1,moving_average_oracle,window=129,0.10917185529100414,0.049000434487993724,,
12,21260836,0.1,gaussian_oracle,sigma=32,0.0795949288583785,0.036710342937807075,,
12,21260836,0.1,fourier_oracle,bins=3,0.2159968700256306,0.08470479097837803,,
12,21260836,0.1,rdp_oracle_budget,epsilon=2.4104649;knots=2,0.5006491072720876,0.1779224641735405,,
13,21260837,0.1,hcrd_centered,none,2.0854268526221658,0.9401354598764562,0.11864406779661016,113
13,21260837,0.1,hcrd_legacy,none,2.0854268526221658,0.9401354598764562,0.11864406779661016,113
13,21260837,0.1,hcrd_robust,z=3.5,1.5113558352541805,0.684014226908504,0.0,2
13,21260837,0.1,affine_ls,degree=1,0.4852640518494301,0.2297570007280876,,
13,21260837,0.1,moving_average_oracle,window=65,0.14861362534084355,0.07851219654485111,,
13,21260837,0.1,gaussian_oracle,sigma=32,0.1334947261429315,0.07077797135041068,,
13,21260837,0.1,fourier_oracle,bins=2,0.16448413446792767,0.08477583542530041,,
13,21260837,0.1,rdp_oracle_budget,epsilon=2.5748638;knots=2,1.5113558352541805,0.684014226908504,,
14,21260838,0.1,hcrd_centered,none,2.127218388468828,0.9864766119867506,0.1206896551724138,111
14,21260838,0.1,hcrd_legacy,none,2.127218388468828,0.9864766119867506,0.1206896551724138,111
14,21260838,0.1,hcrd_robust,z=3.5,2.511333453778537,1.1823565509753466,0.0,2
14,21260838,0.1,affine_ls,degree=1,0.7201460954093328,0.3540072086469112,,
14,21260838,0.1,moving_average_oracle,window=129,0.3075692973383166,0.15798896951796282,,
14,21260838,0.1,gaussian_oracle,sigma=32,0.3303471086123948,0.1664985723779661,,
14,21260838,0.1,fourier_oracle,bins=3,0.13437498456247118,0.07370401451034884,,
14,21260838,0.1,rdp_oracle_budget,epsilon=2.1902452;knots=3,1.0229862162121868,0.5072646928517076,,
15,21260839,0.1,hcrd_centered,none,5.182171982661482,1.0101419726296912,0.11965811965811964,112
15,21260839,0.1,hcrd_legacy,none,5.182171982661482,1.0101419726296912,0.11965811965811964,112
15,21260839,0.1,hcrd_robust,z=3.5,0.18591337977710323,0.049691540420023855,0.0,2
15,21260839,0.1,affine_ls,degree=1,0.4566751440245371,0.10234095977057484,,
15,21260839,0.1,moving_average_oracle,window=129,0.46623675635011086,0.10596831363736546,,
15,21260839,0.1,gaussian_oracle,sigma=32,0.5247227328793388,0.1152937866780022,,
15,21260839,0.1,fourier_oracle,bins=2,0.5413813478014914,0.11847606292350613,,
15,21260839,0.1,rdp_oracle_budget,epsilon=1.8302311;knots=2,0.18591337977710323,0.049691540420023855,,
16,21260840,0.1,hcrd_centered,none,0.9934967673544807,0.9816385358300376,0.1206896551724138,111
16,21260840,0.1,hcrd_legacy,none,0.9934967673544807,0.9816385358300376,0.1206896551724138,111
16,21260840,0.1,hcrd_robust,z=3.5,0.09603070985320794,0.11160496022393185,0.0,2
16,21260840,0.1,affine_ls,degree=1,0.12073436979346226,0.1319000709972249,,
16,21260840,0.1,moving_average_oracle,window=129,0.06887728079813568,0.0808431482109084,,
16,21260840,0.1,gaussian_oracle,sigma=64,0.03360168101690559,0.04320763359347156,,
16,21260840,0.1,fourier_oracle,bins=3,0.2518350516984912,0.25476053374648655,,
16,21260840,0.1,rdp_oracle_budget,epsilon=2.248091;knots=2,0.09603070985320794,0.11160496022393185,,
17,21260841,0.1,hcrd_centered,none,5.8230866016293374,1.0064603141526829,0.1217391304347826,110
17,21260841,0.1,hcrd_legacy,none,5.8230866016293374,1.0064603141526829,0.1217391304347826,110
17,21260841,0.1,hcrd_robust,z=3.5,4.031289593161382,0.727095620595055,0.0,2
17,21260841,0.1,affine_ls,degree=1,1.1208683570030504,0.20858360802639664,,
17,21260841,0.1,moving_average_oracle,window=129,0.5431061489234461,0.1049763634993144,,
17,21260841,0.1,gaussian_oracle,sigma=32,0.45733525810495795,0.08847692349239274,,
17,21260841,0.1,fourier_oracle,bins=3,0.35387679151827717,0.0698568422731913,,
17,21260841,0.1,rdp_oracle_budget,epsilon=3.130799;knots=2,4.031289593161382,0.727095620595055,,
18,21260842,0.1,hcrd_centered,none,5.574720422988637,0.9841066614303475,0.125,107
18,21260842,0.1,hcrd_legacy,none,5.574720422988637,0.9841066614303475,0.125,107
18,21260842,0.1,hcrd_robust,z=3.5,1.7473253628628758,0.29975710053105603,0.0,2
18,21260842,0.1,affine_ls,degree=1,1.0831782497458609,0.18941085539428806,,
18,21260842,0.1,moving_average_oracle,window=129,0.5844038656641878,0.10715005700287718,,
18,21260842,0.1,gaussian_oracle,sigma=32,0.5070313740105017,0.09331699666849101,,
18,21260842,0.1,fourier_oracle,bins=3,0.33992067394974934,0.06361977999547982,,
18,21260842,0.1,rdp_oracle_budget,epsilon=2.4887251;knots=2,1.7473253628628758,0.29975710053105603,,
19,21260843,0.1,hcrd_centered,none,23.093317459575005,0.9614871520706255,0.08771929824561403,109
19,21260843,0.1,hcrd_legacy,none,23.093317459575005,0.9614871520706255,0.08771929824561403,109
19,21260843,0.1,hcrd_robust,z=3.5,1.7481544708607832,0.08806251358192196,0.0,2
19,21260843,0.1,affine_ls,degree=1,2.23495137772054,0.10974391671288572,,
19,21260843,0.1,moving_average_oracle,window=129,1.9435646052547422,0.09514928164891144,,
19,21260843,0.1,gaussian_oracle,sigma=64,0.9161382738680633,0.05208960502782031,,
19,21260843,0.1,fourier_oracle,bins=2,1.0473483864680553,0.053740411564816744,,
19,21260843,0.1,rdp_oracle_budget,epsilon=2.3445218;knots=2,1.7481544708607832,0.08806251358192196,,
