record,beat_index,method,sampling_frequency,target_onset,target_fiducial,target_offset,detected_r_peak,predicted_onset,predicted_offset,success,failure_reason,onset_error_ms,offset_error_ms,duration_error_ms,joint_absolute_error_ms
sel230,20,neurokit_dwt_ch0,250.0,154210,154222,154233,154219,154178,154232,1,,-128.0,-4.0,124.0,66.0
sel230,21,neurokit_dwt_ch0,250.0,154417,154433,154442,154430,154392,154443,1,,-100.0,4.0,104.0,52.0
sel230,22,neurokit_dwt_ch0,250.0,154617,154638,154647,154636,154597,154649,1,,-80.0,8.0,88.0,44.0
sel230,23,neurokit_dwt_ch0,250.0,154821,154844,154852,154841,154801,154854,1,,-80.0,8.0,88.0,44.0
sel230,24,neurokit_dwt_ch0,250.0,155026,155050,155059,155047,155007,155060,1,,-76.0,4.0,80.0,40.0
sel230,25,neurokit_dwt_ch0,250.0,155242,155253,155260,155250,155211,155263,1,,-124.0,12.0,136.0,68.0
sel230,26,neurokit_dwt_ch0,250.0,155439,155451,155460,155448,155407,155461,1,,-128.0,4.0,132.0,66.0
sel230,27,neurokit_dwt_ch0,250.0,155642,155653,155664,155650,155606,155663,1,,-144.0,-4.0,140.0,74.0
sel230,28,neurokit_dwt_ch0,250.0,155840,155856,155864,155853,155830,155865,1,,-40.0,4.0,44.0,22.0
sel230,29,neurokit_dwt_ch0,250.0,156036,156064,156074,156061,156021,156074,1,,-60.0,0.0,60.0,30.0
sel230,30,neurokit_dwt_ch0,250.0,156249,156275,156285,156272,156231,156286,1,,-72.0,4.0,76.0,38.0
sel230,31,neurokit_dwt_ch0,250.0,156462,156488,156499,156486,156446,156500,1,,-64.0,4.0,68.0,34.0
sel230,32,neurokit_dwt_ch0,250.0,156682,156707,156714,156705,156664,156718,1,,-72.0,16.0,88.0,44.0
sel230,33,neurokit_dwt_ch0,250.0,156894,156922,156934,156920,156880,156934,1,,-56.0,0.0,56.0,28.0
sel230,34,neurokit_dwt_ch0,250.0,159661,159674,159683,159671,159650,159684,1,,-44.0,4.0,48.0,24.0
sel230,35,neurokit_dwt_ch0,250.0,160294,160312,160321,160309,160286,160322,1,,-32.0,4.0,36.0,18.0
sel230,36,neurokit_dwt_ch0,250.0,160516,160529,160537,160526,160485,160539,1,,-124.0,8.0,132.0,66.0
sel230,37,neurokit_dwt_ch0,250.0,161422,161436,161445,161433,161411,161446,1,,-44.0,4.0,48.0,24.0
sel230,38,neurokit_dwt_ch0,250.0,161644,161658,161666,161654,161611,161668,1,,-132.0,8.0,140.0,70.0
sel230,39,neurokit_dwt_ch0,250.0,161853,161863,161873,161860,161836,161873,1,,-68.0,0.0,68.0,34.0
sel230,40,neurokit_dwt_ch0,250.0,162056,162067,162076,162064,162025,162077,1,,-124.0,4.0,128.0,64.0
sel230,41,neurokit_dwt_ch0,250.0,163118,163132,163138,163128,163087,163141,1,,-124.0,12.0,136.0,68.0
sel230,42,neurokit_dwt_ch0,250.0,164669,164683,164693,164680,164638,164694,1,,-124.0,4.0,128.0,64.0
sel230,43,neurokit_dwt_ch0,250.0,164895,164906,164915,164903,164881,164916,1,,-56.0,4.0,60.0,30.0
sel230,44,neurokit_dwt_ch0,250.0,165570,165580,165586,165577,165538,165590,1,,-128.0,16.0,144.0,72.0
sel230,45,neurokit_dwt_ch0,250.0,165797,165807,165814,165803,165782,165816,1,,-60.0,8.0,68.0,34.0
sel230,46,neurokit_dwt_ch0,250.0,166017,166033,166042,166029,165989,166043,1,,-112.0,4.0,116.0,58.0
sel230,47,neurokit_dwt_ch0,250.0,166244,166256,166266,166253,166214,166266,1,,-120.0,0.0,120.0,60.0
sel230,48,neurokit_dwt_ch0,250.0,166463,166476,166486,166473,166449,166486,1,,-56.0,0.0,56.0,28.0
sel230,49,neurokit_dwt_ch0,250.0,166661,166674,166682,166671,166630,166684,1,,-124.0,8.0,132.0,66.0
sel230,0,neurokit_dwt_ch1,250.0,150190,150204,150214,150198,150158,150214,1,,-128.0,0.0,128.0,64.0
sel230,1,neurokit_dwt_ch1,250.0,150383,150396,150403,150391,150349,150407,1,,-136.0,16.0,152.0,76.0
sel230,2,neurokit_dwt_ch1,250.0,150570,150585,150596,150580,150540,150596,1,,-120.0,0.0,120.0,60.0
sel230,3,neurokit_dwt_ch1,250.0,150768,150781,150791,150776,150735,150792,1,,-132.0,4.0,136.0,68.0
sel230,4,neurokit_dwt_ch1,250.0,150972,150981,150993,150976,150947,150993,1,,-100.0,0.0,100.0,50.0
sel230,5,neurokit_dwt_ch1,250.0,151177,151188,151201,151183,151142,151200,1,,-140.0,-4.0,136.0,72.0
sel230,6,neurokit_dwt_ch1,250.0,151374,151387,151397,151383,151364,151400,1,,-40.0,12.0,52.0,26.0
sel230,7,neurokit_dwt_ch1,250.0,151568,151579,151588,151574,151539,151591,1,,-116.0,12.0,128.0,64.0
sel230,8,neurokit_dwt_ch1,250.0,151750,151768,151783,151765,151726,151781,1,,-96.0,-8.0,88.0,52.0
sel230,9,neurokit_dwt_ch1,250.0,151936,151962,151975,151960,151920,151976,1,,-64.0,4.0,68.0,34.0
sel230,10,neurokit_dwt_ch1,250.0,152134,152157,152165,152155,152116,152170,1,,-72.0,20.0,92.0,46.0
sel230,11,neurokit_dwt_ch1,250.0,152335,152356,152367,152353,152311,152369,1,,-96.0,8.0,104.0,52.0
sel230,12,neurokit_dwt_ch1,250.0,152528,152554,152565,152550,152510,152567,1,,-72.0,8.0,80.0,40.0
sel230,13,neurokit_dwt_ch1,250.0,152721,152747,152757,152744,152703,152760,1,,-72.0,12.0,84.0,42.0
sel230,14,neurokit_dwt_ch1,250.0,152918,152940,152948,152938,152895,152953,1,,-92.0,20.0,112.0,56.0
sel230,15,neurokit_dwt_ch1,250.0,153104,153131,153139,153128,153087,153144,1,,-68.0,20.0,88.0,44.0
sel230,16,neurokit_dwt_ch1,250.0,153308,153333,153347,153331,153300,153347,1,,-32.0,0.0,32.0,16.0
sel230,17,neurokit_dwt_ch1,250.0,153527,153545,153552,153543,153503,153558,1,,-96.0,24.0,120.0,60.0
sel230,18,neurokit_dwt_ch1,250.0,153752,153767,153775,153763,153723,153778,1,,-116.0,12.0,128.0,64.0
sel230,19,neurokit_dwt_ch1,250.0,153963,153992,154003,153989,153951,154005,1,,-48.0,8.0,56.0,28.0
sel230,20,neurokit_dwt_ch1,250.0,154210,154222,154233,154218,154200,154234,1,,-40.0,4.0,44.0,22.0
sel230,21,neurokit_dwt_ch1,250.0,154417,154433,154442,154429,154412,154445,1,,-20.0,12.0,32.0,16.0
sel230,22,neurokit_dwt_ch1,250.0,154617,154638,154647,154635,154596,154651,1,,-84.0,16.0,100.0,50.0
sel230,23,neurokit_dwt_ch1,250.0,154821,154844,154852,154840,154800,154857,1,,-84.0,20.0,104.0,52.0
sel230,24,neurokit_dwt_ch1,250.0,155026,155050,155059,155046,155006,155062,1,,-80.0,12.0,92.0,46.0
sel230,25,neurokit_dwt_ch1,250.0,155242,155253,155260,155250,155209,155266,1,,-132.0,24.0,156.0,78.0
sel230,26,neurokit_dwt_ch1,250.0,155439,155451,155460,155447,155405,155463,1,,-136.0,12.0,148.0,74.0
sel230,27,neurokit_dwt_ch1,250.0,155642,155653,155664,155649,155608,155666,1,,-136.0,8.0,144.0,72.0
sel230,28,neurokit_dwt_ch1,250.0,155840,155856,155864,155852,155812,155868,1,,-112.0,16.0,128.0,64.0
sel230,29,neurokit_dwt_ch1,250.0,156036,156064,156074,156060,156019,156076,1,,-68.0,8.0,76.0,38.0
sel230,30,neurokit_dwt_ch1,250.0,156249,156275,156285,156272,156230,156288,1,,-76.0,12.0,88.0,44.0
sel230,31,neurokit_dwt_ch1,250.0,156462,156488,156499,156486,156446,156502,1,,-64.0,12.0,76.0,38.0
sel230,32,neurokit_dwt_ch1,250.0,156682,156707,156714,156705,156664,156720,1,,-72.0,24.0,96.0,48.0
sel230,33,neurokit_dwt_ch1,250.0,156894,156922,156934,156920,156888,156936,1,,-24.0,8.0,32.0,16.0
sel230,34,neurokit_dwt_ch1,250.0,159661,159674,159683,159669,159629,159686,1,,-128.0,12.0,140.0,70.0
sel230,35,neurokit_dwt_ch1,250.0,160294,160312,160321,160307,160267,160324,1,,-108.0,12.0,120.0,60.0
sel230,36,neurokit_dwt_ch1,250.0,160516,160529,160537,160524,160500,160541,1,,-64.0,16.0,80.0,40.0
sel230,37,neurokit_dwt_ch1,250.0,161422,161436,161445,161430,161410,161447,1,,-48.0,8.0,56.0,28.0
sel230,38,neurokit_dwt_ch1,250.0,161644,161658,161666,161653,161612,161669,1,,-128.0,12.0,140.0,70.0
sel230,39,neurokit_dwt_ch1,250.0,161853,161863,161873,161858,161819,161875,1,,-136.0,8.0,144.0,72.0
sel230,40,neurokit_dwt_ch1,250.0,162056,162067,162076,162062,162022,162078,1,,-136.0,8.0,144.0,72.0
sel230,41,neurokit_dwt_ch1,250.0,163118,163132,163138,163126,163086,163142,1,,-128.0,16.0,144.0,72.0
sel230,42,neurokit_dwt_ch1,250.0,164669,164683,164693,164678,164636,164695,1,,-132.0,8.0,140.0,70.0
sel230,43,neurokit_dwt_ch1,250.0,164895,164906,164915,164901,164879,164918,1,,-64.0,12.0,76.0,38.0
sel230,44,neurokit_dwt_ch1,250.0,165570,165580,165586,165575,165536,165591,1,,-136.0,20.0,156.0,78.0
sel230,45,neurokit_dwt_ch1,250.0,165797,165807,165814,165801,165762,165817,1,,-140.0,12.0,152.0,76.0
sel230,46,neurokit_dwt_ch1,250.0,166017,166033,166042,166027,165996,166044,1,,-84.0,8.0,92.0,46.0
sel230,47,neurokit_dwt_ch1,250.0,166244,166256,166266,166251,166222,166267,1,,-88.0,4.0,92.0,46.0
sel230,48,neurokit_dwt_ch1,250.0,166463,166476,166486,166472,166431,166487,1,,-128.0,4.0,132.0,66.0
sel230,49,neurokit_dwt_ch1,250.0,166661,166674,166682,166670,166631,166686,1,,-120.0,16.0,136.0,68.0
sel231,0,neurokit_dwt_ch0,250.0,150365,150382,150399,150376,150364,150396,1,,-4.0,-12.0,-8.0,8.0
sel231,1,neurokit_dwt_ch0,250.0,150600,150614,150625,150610,150599,150629,1,,-4.0,16.0,20.0,10.0
sel231,2,neurokit_dwt_ch0,250.0,150834,150847,150862,150842,150832,150862,1,,-8.0,0.0,8.0,4.0
sel231,3,neurokit_dwt_ch0,250.0,151065,151078,151093,151073,151062,151093,1,,-12.0,0.0,12.0,6.0
sel231,4,neurokit_dwt_ch0,250.0,151292,151305,151319,151300,151288,151320,1,,-16.0,4.0,20.0,10.0
sel231,5,neurokit_dwt_ch0,250.0,151542,151556,151572,151551,151540,151572,1,,-8.0,0.0,8.0,4.0
sel231,6,neurokit_dwt_ch0,250.0,151790,151800,151826,151795,151784,151816,1,,-24.0,-40.0,-16.0,32.0
sel231,7,neurokit_dwt_ch0,250.0,152023,152037,152051,152033,152021,152053,1,,-8.0,8.0,16.0,8.0
sel231,8,neurokit_dwt_ch0,250.0,152267,152280,152297,152275,152263,152295,1,,-16.0,-8.0,8.0,12.0
sel231,9,neurokit_dwt_ch0,250.0,152510,152522,152536,152518,152507,152537,1,,-12.0,4.0,16.0,8.0
sel231,10,neurokit_dwt_ch0,250.0,152742,152754,152770,152750,152738,152771,1,,-16.0,4.0,20.0,10.0
sel231,11,neurokit_dwt_ch0,250.0,152987,152998,153012,152993,152982,153012,1,,-20.0,0.0,20.0,10.0
sel231,12,neurokit_dwt_ch0,250.0,153221,153235,153250,153230,153219,153251,1,,-8.0,4.0,12.0,6.0
sel231,13,neurokit_dwt_ch0,250.0,153450,153465,153480,153460,153449,153480,1,,-4.0,0.0,4.0,2.0
sel231,14,neurokit_dwt_ch0,250.0,153674,153690,153703,153685,153674,153705,1,,0.0,8.0,8.0,4.0
sel231,15,neurokit_dwt_ch0,250.0,153913,153925,153940,153920,153910,153941,1,,-12.0,4.0,16.0,8.0
sel231,16,neurokit_dwt_ch0,250.0,154138,154150,154164,154146,154134,154167,1,,-16.0,12.0,28.0,14.0
sel231,17,neurokit_dwt_ch0,250.0,154369,154382,154396,154377,154366,154397,1,,-12.0,4.0,16.0,8.0
sel231,18,neurokit_dwt_ch0,250.0,154603,154616,154632,154612,154600,154632,1,,-12.0,0.0,12.0,6.0
sel231,19,neurokit_dwt_ch0,250.0,154829,154841,154857,154836,154825,154857,1,,-16.0,0.0,16.0,8.0
sel231,20,neurokit_dwt_ch0,250.0,155257,155266,155275,155264,155253,155285,1,,-16.0,40.0,56.0,28.0
sel231,21,neurokit_dwt_ch0,250.0,155681,155694,155698,155692,155680,155707,1,,-4.0,36.0,40.0,20.0
sel231,22,neurokit_dwt_ch0,250.0,156127,156136,156142,156134,156123,156143,1,,-16.0,4.0,20.0,10.0
sel231,23,neurokit_dwt_ch0,250.0,156551,156562,156569,156561,156549,156570,1,,-8.0,4.0,12.0,6.0
sel231,24,neurokit_dwt_ch0,250.0,156990,157002,157007,157001,156989,157010,1,,-4.0,12.0,16.0,8.0
sel231,25,neurokit_dwt_ch0,250.0,157409,157422,157427,157420,157409,157434,1,,0.0,28.0,28.0,14.0
sel231,26,neurokit_dwt_ch0,250.0,157823,157836,157850,157831,157820,157851,1,,-12.0,4.0,16.0,8.0
sel231,27,neurokit_dwt_ch0,250.0,158222,158235,158252,158231,158219,158252,1,,-12.0,0.0,12.0,6.0
sel231,28,neurokit_dwt_ch0,250.0,158622,158634,158651,158629,158618,158650,1,,-16.0,-4.0,12.0,10.0
sel231,29,neurokit_dwt_ch0,250.0,159027,159042,159056,159037,159026,159057,1,,-4.0,4.0,8.0,4.0
sel231,30,neurokit_dwt_ch0,250.0,159421,159437,159455,159432,159421,159453,1,,0.0,-8.0,-8.0,4.0
sel231,31,neurokit_dwt_ch0,250.0,159843,159856,159877,159851,159840,159872,1,,-12.0,-20.0,-8.0,16.0
sel231,32,neurokit_dwt_ch0,250.0,160251,160264,160295,160259,160248,160279,1,,-12.0,-64.0,-52.0,38.0
sel231,33,neurokit_dwt_ch0,250.0,160653,160668,160694,160663,160652,160685,1,,-4.0,-36.0,-32.0,20.0
sel231,34,neurokit_dwt_ch0,250.0,161061,161072,161088,161068,161056,161089,1,,-20.0,4.0,24.0,12.0
sel231,35,neurokit_dwt_ch0,250.0,161462,161475,161492,161471,161460,161492,1,,-8.0,0.0,8.0,4.0
sel231,36,neurokit_dwt_ch0,250.0,165971,165984,165990,165983,165972,165995,1,,4.0,20.0,16.0,12.0
sel231,37,neurokit_dwt_ch0,250.0,166396,166408,166413,166406,166394,166423,1,,-8.0,40.0,48.0,24.0
sel231,38,neurokit_dwt_ch0,250.0,166819,166831,166835,166830,166818,166840,1,,-4.0,20.0,24.0,12.0
sel231,39,neurokit_dwt_ch0,250.0,167237,167248,167253,167246,167234,167265,1,,-12.0,48.0,60.0,30.0
sel231,40,neurokit_dwt_ch0,250.0,167637,167650,167656,167648,167637,167663,1,,0.0,28.0,28.0,14.0
sel231,41,neurokit_dwt_ch0,250.0,168055,168067,168071,168065,168054,168075,1,,-4.0,16.0,20.0,10.0
sel231,42,neurokit_dwt_ch0,250.0,168458,168470,168478,168468,168456,168483,1,,-8.0,20.0,28.0,14.0
sel231,43,neurokit_dwt_ch0,250.0,168867,168878,168884,168877,168865,168891,1,,-8.0,28.0,36.0,18.0
sel231,44,neurokit_dwt_ch0,250.0,169275,169285,169290,,,,0,missing_dwt_boundary,,,,160.0
sel231,45,neurokit_dwt_ch0,250.0,169692,169705,169710,169704,169692,169716,1,,0.0,24.0,24.0,12.0
sel231,46,neurokit_dwt_ch0,250.0,170126,170137,170145,170135,170124,170157,1,,-8.0,48.0,56.0,28.0
sel231,47,neurokit_dwt_ch0,250.0,170536,170545,170552,170543,170532,170557,1,,-16.0,20.0,36.0,18.0
sel231,48,neurokit_dwt_ch0,250.0,170966,170975,170981,170973,170961,170983,1,,-20.0,8.0,28.0,14.0
sel231,49,neurokit_dwt_ch0,250.0,171390,171399,171404,171397,171385,171416,1,,-20.0,48.0,68.0,34.0
sel231,0,neurokit_dwt_ch1,250.0,150365,150382,150399,150386,150368,150406,1,,12.0,28.0,16.0,20.0
sel231,1,neurokit_dwt_ch1,250.0,150600,150614,150625,,,,0,missing_dwt_boundary,,,,160.0
sel231,2,neurokit_dwt_ch1,250.0,150834,150847,150862,150852,150836,150872,1,,8.0,40.0,32.0,24.0
sel231,3,neurokit_dwt_ch1,250.0,151065,151078,151093,,,,0,missing_dwt_boundary,,,,160.0
sel231,4,neurokit_dwt_ch1,250.0,151292,151305,151319,,,,0,missing_dwt_boundary,,,,160.0
sel231,5,neurokit_dwt_ch1,250.0,151542,151556,151572,,,,0,missing_dwt_boundary,,,,160.0
sel231,6,neurokit_dwt_ch1,250.0,151790,151800,151826,151806,151788,151823,1,,-8.0,-12.0,-4.0,10.0
sel231,7,neurokit_dwt_ch1,250.0,152023,152037,152051,152042,152026,152064,1,,12.0,52.0,40.0,32.0
sel231,8,neurokit_dwt_ch1,250.0,152267,152280,152297,152285,152268,152299,1,,4.0,8.0,4.0,6.0
sel231,9,neurokit_dwt_ch1,250.0,152510,152522,152536,,,,0,missing_dwt_boundary,,,,160.0
sel231,10,neurokit_dwt_ch1,250.0,152742,152754,152770,152761,152742,152781,1,,0.0,44.0,44.0,22.0
sel231,11,neurokit_dwt_ch1,250.0,152987,152998,153012,,,,0,missing_dwt_boundary,,,,160.0
sel231,12,neurokit_dwt_ch1,250.0,153221,153235,153250,,,,0,missing_dwt_boundary,,,,160.0
sel231,13,neurokit_dwt_ch1,250.0,153450,153465,153480,153469,153453,153484,1,,12.0,16.0,4.0,14.0
sel231,14,neurokit_dwt_ch1,250.0,153674,153690,153703,,,,0,missing_dwt_boundary,,,,160.0
sel231,15,neurokit_dwt_ch1,250.0,153913,153925,153940,,,,0,missing_dwt_boundary,,,,160.0
sel231,16,neurokit_dwt_ch1,250.0,154138,154150,154164,154156,154138,154174,1,,0.0,40.0,40.0,20.0
sel231,17,neurokit_dwt_ch1,250.0,154369,154382,154396,154387,154370,154401,1,,4.0,20.0,16.0,12.0
sel231,18,neurokit_dwt_ch1,250.0,154603,154616,154632,,,,0,missing_dwt_boundary,,,,160.0
sel231,19,neurokit_dwt_ch1,250.0,154829,154841,154857,154846,154829,154866,1,,0.0,36.0,36.0,18.0
sel231,20,neurokit_dwt_ch1,250.0,155257,155266,155275,155256,155234,155274,1,,-92.0,-4.0,88.0,48.0
sel231,21,neurokit_dwt_ch1,250.0,155681,155694,155698,155683,155646,155705,1,,-140.0,28.0,168.0,84.0
sel231,22,neurokit_dwt_ch1,250.0,156127,156136,156142,156126,156110,156144,1,,-68.0,8.0,76.0,38.0
sel231,23,neurokit_dwt_ch1,250.0,156551,156562,156569,156552,156535,156572,1,,-64.0,12.0,76.0,38.0
sel231,24,neurokit_dwt_ch1,250.0,156990,157002,157007,156992,156969,157012,1,,-84.0,20.0,104.0,52.0
sel231,25,neurokit_dwt_ch1,250.0,157409,157422,157427,157411,157393,157432,1,,-64.0,20.0,84.0,42.0
sel231,26,neurokit_dwt_ch1,250.0,157823,157836,157850,,,,0,missing_dwt_boundary,,,,160.0
sel231,27,neurokit_dwt_ch1,250.0,158222,158235,158252,,,,0,missing_dwt_boundary,,,,160.0
sel231,28,neurokit_dwt_ch1,250.0,158622,158634,158651,,,,0,missing_dwt_boundary,,,,160.0
sel231,29,neurokit_dwt_ch1,250.0,159027,159042,159056,,,,0,missing_dwt_boundary,,,,160.0
sel231,30,neurokit_dwt_ch1,250.0,159421,159437,159455,,,,0,missing_dwt_boundary,,,,160.0
sel231,31,neurokit_dwt_ch1,250.0,159843,159856,159877,,,,0,missing_dwt_boundary,,,,160.0
sel231,32,neurokit_dwt_ch1,250.0,160251,160264,160295,,,,0,missing_dwt_boundary,,,,160.0
sel231,33,neurokit_dwt_ch1,250.0,160653,160668,160694,,,,0,missing_dwt_boundary,,,,160.0
sel231,34,neurokit_dwt_ch1,250.0,161061,161072,161088,,,,0,missing_dwt_boundary,,,,160.0
sel231,35,neurokit_dwt_ch1,250.0,161462,161475,161492,,,,0,missing_dwt_boundary,,,,160.0
sel231,36,neurokit_dwt_ch1,250.0,165971,165984,165990,165975,165965,165996,1,,-24.0,24.0,48.0,24.0
sel231,37,neurokit_dwt_ch1,250.0,166396,166408,166413,166398,166382,166418,1,,-56.0,20.0,76.0,38.0
sel231,38,neurokit_dwt_ch1,250.0,166819,166831,166835,166822,166806,166841,1,,-52.0,24.0,76.0,38.0
sel231,39,neurokit_dwt_ch1,250.0,167237,167248,167253,167238,167223,167257,1,,-56.0,16.0,72.0,36.0
sel231,40,neurokit_dwt_ch1,250.0,167637,167650,167656,167640,167624,167660,1,,-52.0,16.0,68.0,34.0
sel231,41,neurokit_dwt_ch1,250.0,168055,168067,168071,168057,168040,168078,1,,-60.0,28.0,88.0,44.0
sel231,42,neurokit_dwt_ch1,250.0,168458,168470,168478,168459,168422,168481,1,,-144.0,12.0,156.0,78.0
sel231,43,neurokit_dwt_ch1,250.0,168867,168878,168884,168868,168832,168891,1,,-140.0,28.0,168.0,84.0
sel231,44,neurokit_dwt_ch1,250.0,169275,169285,169290,169275,169238,169296,1,,-148.0,24.0,172.0,86.0
sel231,45,neurokit_dwt_ch1,250.0,169692,169705,169710,169695,169683,169716,1,,-36.0,24.0,60.0,30.0
sel231,46,neurokit_dwt_ch1,250.0,170126,170137,170145,170126,170116,170146,1,,-40.0,4.0,44.0,22.0
sel231,47,neurokit_dwt_ch1,250.0,170536,170545,170552,170535,170499,170557,1,,-148.0,20.0,168.0,84.0
sel231,48,neurokit_dwt_ch1,250.0,170966,170975,170981,170964,170950,170984,1,,-64.0,12.0,76.0,38.0
sel231,49,neurokit_dwt_ch1,250.0,171390,171399,171404,171388,171375,171408,1,,-60.0,16.0,76.0,38.0
sel232,0,neurokit_dwt_ch0,250.0,150258,150267,150293,,,,0,missing_dwt_boundary,,,,160.0
sel232,1,neurokit_dwt_ch0,250.0,150448,150456,150482,,,,0,missing_dwt_boundary,,,,160.0
sel232,2,neurokit_dwt_ch0,250.0,150638,150646,150670,,,,0,missing_dwt_boundary,,,,160.0
sel232,3,neurokit_dwt_ch0,250.0,152252,152260,152288,152260,152214,152287,1,,-152.0,-4.0,148.0,78.0
sel232,4,neurokit_dwt_ch0,250.0,152431,152437,152464,152437,152415,152454,1,,-64.0,-40.0,24.0,52.0
sel232,5,neurokit_dwt_ch0,250.0,152613,152622,152649,,,,0,missing_dwt_boundary,,,,160.0
sel232,6,neurokit_dwt_ch0,250.0,152800,152807,152832,,,,0,missing_dwt_boundary,,,,160.0
sel232,7,neurokit_dwt_ch0,250.0,152985,152989,153015,152989,152963,153006,1,,-88.0,-36.0,52.0,62.0
sel232,8,neurokit_dwt_ch0,250.0,153164,153172,153199,,,,0,missing_dwt_boundary,,,,160.0
sel232,9,neurokit_dwt_ch0,250.0,153350,153361,153388,,,,0,missing_dwt_boundary,,,,160.0
sel232,10,neurokit_dwt_ch0,250.0,155430,155441,155469,,,,0,missing_dwt_boundary,,,,160.0
sel232,11,neurokit_dwt_ch0,250.0,155618,155626,155653,,,,0,missing_dwt_boundary,,,,160.0
sel232,12,neurokit_dwt_ch0,250.0,155805,155812,155836,,,,0,missing_dwt_boundary,,,,160.0
sel232,13,neurokit_dwt_ch0,250.0,155988,155998,156024,,,,0,missing_dwt_boundary,,,,160.0
sel232,14,neurokit_dwt_ch0,250.0,156174,156184,156213,,,,0,missing_dwt_boundary,,,,160.0
sel232,15,neurokit_dwt_ch0,250.0,156363,156372,156397,,,,0,missing_dwt_boundary,,,,160.0
sel232,16,neurokit_dwt_ch0,250.0,156550,156559,156584,156558,156531,156575,1,,-76.0,-36.0,40.0,56.0
sel232,17,neurokit_dwt_ch0,250.0,156731,156741,156766,,,,0,missing_dwt_boundary,,,,160.0
sel232,18,neurokit_dwt_ch0,250.0,156923,156929,156957,,,,0,missing_dwt_boundary,,,,160.0
sel232,19,neurokit_dwt_ch0,250.0,157106,157121,157145,157121,157088,157138,1,,-72.0,-28.0,44.0,50.0
sel232,20,neurokit_dwt_ch0,250.0,157300,157308,157335,,,,0,missing_dwt_boundary,,,,160.0
sel232,21,neurokit_dwt_ch0,250.0,158961,158970,158995,,,,0,missing_dwt_boundary,,,,160.0
sel232,22,neurokit_dwt_ch0,250.0,159146,159154,159182,,,,0,missing_dwt_boundary,,,,160.0
sel232,23,neurokit_dwt_ch0,250.0,159337,159345,159368,159344,159324,159373,1,,-52.0,20.0,72.0,36.0
sel232,24,neurokit_dwt_ch0,250.0,159518,159527,159551,,,,0,missing_dwt_boundary,,,,160.0
sel232,25,neurokit_dwt_ch0,250.0,159700,159709,159734,159708,159682,159725,1,,-72.0,-36.0,36.0,54.0
sel232,26,neurokit_dwt_ch0,250.0,159883,159890,159915,159890,159856,159906,1,,-108.0,-36.0,72.0,72.0
sel232,27,neurokit_dwt_ch0,250.0,160067,160077,160104,,,,0,missing_dwt_boundary,,,,160.0
sel232,28,neurokit_dwt_ch0,250.0,160250,160259,160288,,,,0,missing_dwt_boundary,,,,160.0
sel232,29,neurokit_dwt_ch0,250.0,161838,161850,161884,,,,0,missing_dwt_boundary,,,,160.0
sel232,0,neurokit_dwt_ch1,250.0,150258,150267,150293,,,,0,unmatched_r_peak,,,,160.0
sel232,1,neurokit_dwt_ch1,250.0,150448,150456,150482,,,,0,unmatched_r_peak,,,,160.0
sel232,2,neurokit_dwt_ch1,250.0,150638,150646,150670,,,,0,unmatched_r_peak,,,,160.0
sel232,3,neurokit_dwt_ch1,250.0,152252,152260,152288,,,,0,unmatched_r_peak,,,,160.0
sel232,4,neurokit_dwt_ch1,250.0,152431,152437,152464,,,,0,unmatched_r_peak,,,,160.0
sel232,5,neurokit_dwt_ch1,250.0,152613,152622,152649,,,,0,unmatched_r_peak,,,,160.0
sel232,6,neurokit_dwt_ch1,250.0,152800,152807,152832,,,,0,unmatched_r_peak,,,,160.0
sel232,7,neurokit_dwt_ch1,250.0,152985,152989,153015,,,,0,unmatched_r_peak,,,,160.0
sel232,8,neurokit_dwt_ch1,250.0,153164,153172,153199,,,,0,unmatched_r_peak,,,,160.0
sel232,9,neurokit_dwt_ch1,250.0,153350,153361,153388,,,,0,unmatched_r_peak,,,,160.0
sel232,10,neurokit_dwt_ch1,250.0,155430,155441,155469,,,,0,unmatched_r_peak,,,,160.0
sel232,11,neurokit_dwt_ch1,250.0,155618,155626,155653,,,,0,unmatched_r_peak,,,,160.0
sel232,12,neurokit_dwt_ch1,250.0,155805,155812,155836,,,,0,unmatched_r_peak,,,,160.0
sel232,13,neurokit_dwt_ch1,250.0,155988,155998,156024,,,,0,unmatched_r_peak,,,,160.0
sel232,14,neurokit_dwt_ch1,250.0,156174,156184,156213,,,,0,unmatched_r_peak,,,,160.0
sel232,15,neurokit_dwt_ch1,250.0,156363,156372,156397,,,,0,unmatched_r_peak,,,,160.0
sel232,16,neurokit_dwt_ch1,250.0,156550,156559,156584,,,,0,unmatched_r_peak,,,,160.0
sel232,17,neurokit_dwt_ch1,250.0,156731,156741,156766,,,,0,unmatched_r_peak,,,,160.0
sel232,18,neurokit_dwt_ch1,250.0,156923,156929,156957,,,,0,unmatched_r_peak,,,,160.0
sel232,19,neurokit_dwt_ch1,250.0,157106,157121,157145,,,,0,unmatched_r_peak,,,,160.0
sel232,20,neurokit_dwt_ch1,250.0,157300,157308,157335,,,,0,unmatched_r_peak,,,,160.0
sel232,21,neurokit_dwt_ch1,250.0,158961,158970,158995,,,,0,unmatched_r_peak,,,,160.0
sel232,22,neurokit_dwt_ch1,250.0,159146,159154,159182,,,,0,unmatched_r_peak,,,,160.0
sel232,23,neurokit_dwt_ch1,250.0,159337,159345,159368,,,,0,unmatched_r_peak,,,,160.0
